"지역","연령(만)","성별","신장","체중","BMI","체지방률","허리둘레","윗몸일으키기","악력(D)","악력(ND)","제자리멀리뛰기","20m 왕복오래달리기","좌전굴","10m 왕복달리기","연령집단"
10,57,1,168.7,76.7,26.9503989678032,26.5,84.3,25,32.5,33.7,160,23,8.3,13.01,8
10,57,1,172.5,75.1,25.2383952951061,23.8,86,35,45.2,43,190,36,8.8,12.06,8
10,57,2,145.1,51.8,24.6033890930991,31.6,76,4,27.4,24.1,130,12,21.1,13.92,8
10,58,1,162,62,23.6244474927602,18.8,81.5,48,33.9,14.5,192,32,8.2,12.4,8
10,58,1,170,75.9,26.2629757785467,22,88.8,28,45.7,42.1,158.9,23,4.6,13.89,8
10,58,1,171.2,86.3,29.4444383788977,28.5,96.4,31,41.7,37.5,181,12,2.6,14.45,8
10,58,1,175,69,22.530612244898,21,83.6,28,31.8,30.6,177,23,3.7,13.9,8
10,58,2,145.7,53.6,25.2490874292048,36.5,81.2,7,26.5,25.7,130,11,22.1,17.3,8
10,58,2,156,71.6,29.4214332675871,42.7,84.5,5,28.8,29.7,105,9,1.7,15.66,8
10,58,2,158.2,70.8,28.2891761137065,42.9,96,4,23.5,18.5,87,6,6.6,17.3,8
10,59,1,170.2,68,23.4741459898564,19.2,84.1,24,37.5,42.1,198,27,16.1,12.74,8
10,59,2,146.1,43.2,20.2387327180196,23.3,64.9,27,22.4,21.5,138,10,15,15.64,8
10,59,2,149.9,58.9,26.2127164162366,39.3,84.7,15,34.9,33.6,124,11,18,15.65,8
10,60,1,163.7,69.7,26.0097045678191,22.1,83.2,11,38.5,38.2,158,9,15.2,15.39,9
10,60,1,170.7,76.3,26.1852964927146,18.1,84.3,40,48.3,48.1,203,58,15.1,11.36,9
10,60,1,175.6,89.3,28.9602586121907,28.9,98,11,44.3,43.2,157,11,0.5,15.12,9
10,60,2,154.5,61.6,25.8061813345063,35.3,85.9,12,26.1,25.3,110,8,24.7,17.15,9
10,60,2,157.8,58.5,23.493183362489,34,72.5,26,23.8,23.8,117,21,24.2,15.07,9
10,61,2,152,63.4,27.441135734072,40.9,90.9,15,24.2,24.9,111,13,13.8,15.57,9
10,61,2,155.7,68.2,28.1324236908007,39.2,94,8,24.8,20.3,104,5,24,18.1,9
10,62,2,155.1,58.5,24.3182472903861,33.3,84.3,3,25.6,21.8,84,6,14,19.6,9
10,64,1,165.6,70.8,25.8174053070083,25.1,83.1,38,38.2,36.6,140,42,9.9,12.9,9
10,64,1,167.5,73.4,26.1617286700824,30.9,87,40,41.6,38.4,162,36,13.7,16.2,9
10,64,1,178.9,77.5,24.2148075266496,23.3,87,10,44.2,36.2,143,10,7,14.83,9
10,64,2,153.4,50.3,21.3755484124299,31.8,66,5,23.2,22.8,112,6,21.7,15.67,9
11,19,1,169.5,56.9,19.8049094595418,11.7,68.7,30,31.3,22.7,216,32,6.3,10.28,1
11,19,2,150.4,46.9,20.7337171797193,26.2,69.1,53,27.4,23.3,171,23,27.6,11.7,1
11,20,1,164,48.3,17.9580606781678,11.9,67.4,50,36.7,35.3,195,48,5,11.5,1
11,20,1,171,68.1,23.2892171950344,11.3,71.0007961783439,71,49.7,59.6,269,77,14.5,8.69,1
11,20,1,173.6,71.7,23.7913843997537,17,78.5,60,41.9,39.3,234,45,11.1,9.36,1
11,20,1,174.7,71.1,23.2961305159978,15.9,76.8,56,45,35.4,206,42,9,10.28,1
11,20,1,178.8,75.2,23.5224639530752,17,83.1,46,46,44.5,237,25,8.8,9.84,1
11,20,2,157.7,52.2,20.9897427711044,19.9,69.8,24,26.8,26.3,174,26,20.5,14.26,1
11,20,2,165.1,55.1,20.2142416119152,25.6,72.9,23,23.9,20,157,21,26.2,14.07,1
11,21,2,158.6,60.2,23.9326133936764,34.5,83.4,45,30.3,26.9,183,23,12.1,11.04,1
11,21,2,161.2,47,18.0870518259456,20.2,70.9,43,29,25.4,197,26,10.5,10.65,1
11,21,2,179.6,60.9,18.8801146819708,27,80.8,30,31.5,26.1,198,15,19.4,11.04,1
11,22,1,172.3,71,23.9159586476233,21.4,79.7,34,31.4,28.5,196,18,3.3,11.69,1
11,22,1,176,70,22.5981404958678,12.2,72.2375796178344,56,42.9,44.6,213,50,11,10.9,1
11,22,2,160.4,56.9,22.1158450507149,18.8,73.6,54,36.5,32.5,196,18,23.3,10.21,1
11,22,2,166.7,52.5,18.8924422673954,27,75.5,20,22.9,22.5,155,27,13.2,14.14,1
11,23,1,173.3,65.7,21.8760165938077,19.1,75.8,47,37.2,35.7,206,45,2.7,10.1,1
11,24,1,167.7,70.1,24.925959942809,26.8,85.1,34,34,33.3,228,45,4.6,10.71,1
11,24,2,161.7,47.3,18.0901055536624,28.2,66.5,16,22.1,20.8,126,30,10.6,14.79,1
11,24,2,166.4,58.5,21.1275540865385,32.9,81,40,22.9,20.2,112,8,3.4,12.74,1
11,25,2,156,64.16,26.3642340565417,32.9,82.9,48,26.1,24.3,180,43,27.8,11.2,2
11,25,2,158.6,45.3,18.0090928028827,16.2,66.4,26,23.9,23.6,158,24,18.63,12.32,2
11,25,2,163,51.1,19.2329406451127,26.5,70.7,23,16.9,14.8,155,25,10,14.44,2
11,26,1,168.7,96.98,34.0762671694597,32.6,109,24,50.3,49.9,193,18,7.9,11.58,2
11,26,1,173.8,78.62,26.0275623343896,25.1,91.4,31,53.2,49.9,220,32,8.9,11.4,2
11,26,1,178.8,88.1,27.5575674769405,24.8,97.9,56,44.9,47.4,220,60,9.1,9.79,2
11,26,2,161.8,55.86,21.3375178194631,26.2,75.4,23,24.8,21.1,141,21,4.9,13.34,2
11,26,2,163.6,78,29.142580448467,26.5,72,31,26.6,26.5,155,25,21.6,13.8,2
11,27,1,164,66.3,24.650505651398,21.7,78.6,51,44.6,43.4,201,38,16.9,10.64,2
11,27,1,176.5,71.3,22.8875923889928,13.6,80.5,50,44.5,46,210,50,15,10.7,2
11,27,1,177.8,71.8,22.7122903225398,12.3,75.2,50,44.6,40.7,183,40,-8.5,11.25,2
11,27,2,153.2,55.54,23.6640102529842,34.6,79.9,18,15.6,15.4,90,17,2.2,16.85,2
11,28,2,162,56.5,21.528730376467,28.1,77.1,23,19.2,18.5,166,25,9,13.3,2
11,29,1,165,66.82,24.5436179981635,15.8,75.3,59,39.9,42.3,220,70,10,9.8,2
11,29,1,175.8,86.2,27.8913492812315,31.6,99.7,40,37.2,34,189,25,10.2,10.82,2
11,29,1,178.1,70.1,22.0998934097866,20.3,80.8,49,37.1,32.5,195,45,13.4,11.11,2
11,29,2,162.3,55.4,21.0316199396461,30.7,78.9,0,26.7,24.7,149,18,12.4,13.62,2
11,29,2,166.4,67.1,24.233485114645,27.3,79.7,13,27.5,24.1,141,25,10.6,13.8,2
11,30,1,165,66.82,24.5436179981635,15.8,75.3,40,39.9,42.3,220,39,10,9.8,3
11,30,1,171,74.6,25.512123388393,27.3,89.4,25,36.7,42.7,179,27,9,13.3,3
11,30,1,182,76.4,23.0648472406714,6.8,75.4,65,59,55,270,77,17.2,8.9,3
11,30,2,155.6,55.3,22.8405178395596,22.9,75.7,34,27.7,27.2,168,30,18.6,11.8,3
11,30,2,163.7,70.92,26.5,32.6,85.7,23,27.3,25.2,170,25,21.6,13.33,3
11,31,1,176,73.1,23.5989152892562,15.6,82.1,50,46.4,44.6,213,48,12.6,9.94,3
11,31,1,180,86.36,26.6543209876543,25.6,102.4,47,42.6,39.9,233,58,12.3,9.78,3
11,31,2,164,53.88,20.0327186198691,15.3,68.1,40,25.9,25.3,180,30,24,11.5,3
11,31,2,166.1,59.36,21.515657751708,24.1,72.7,41,28.5,27.2,170,25,17,11.36,3
11,32,1,167.1,64.7,23.1713523295446,20,79.6,40,41.1,39,185,44,11.7,10.6,3
11,32,1,171,63.4,21.681885024452,13.3,76.1,49,40.3,43.3,215,55,26,10.8,3
11,32,1,173,67.7,22.6202011427044,14.1,82,35,43.9,35,230,41,1.5,12.12,3
11,32,2,158.7,65.3,25.9,39,90.4,26,27.6,26.4,157,25,19.8,13.88,3
11,33,1,172.6,63.1,21.1810641957439,13.5,75.2,50,45.1,43.5,230,51,15,9.5,3
11,33,2,163.6,50,18.6811413131198,16.6,69.1,29,27.3,26.9,153,35,7.6,12.7,3
11,33,2,163.6,50.04,18.6960862261703,16.6,69.1,29,29.3,26.9,153,35,7.6,12.7,3
11,33,2,166.3,47.78,17.2767340102525,21.5,69.1,30,23.1,26.8,185,32,10.1,11.96,3
11,34,2,158.6,59,23.4555513326729,23,78.2,26,28.5,23.3,176,25,6.5,13.1,3
11,35,1,181.5,81.6,24.7706213145732,28.8,93.9,20,44.3,38.5,160,22,18.5,12.44,4
11,35,2,148.5,54.86,24.8772800961353,40.7,81,17,22.4,17.5,111,13,10.5,14,4
11,35,2,148.5,54.86,24.8772800961353,40.7,81,17,22.4,17.5,71,15,10.5,14.6,4
11,36,1,176.4,65.7,21.1138877319635,14.1,77.8,40,55,46.9,249,23,7.8,10.99,4
11,36,2,155.7,51.3,21.1611926002651,27.4,73.3,17,26.5,25.4,140,28,13.6,13.11,4
11,37,1,166.4,74.1,26.7615685096154,21.7,87.1,45,39.6,38.1,210,50,16.8,11.6,4
11,37,1,166.5,68.6,24.7454661869076,25.4,84.9,40,41.4,37.7,162,40,16.2,14.2,4
11,37,1,167.6,66.78,23.7737880280928,23,88,44,49.5,44.7,236,27,13.7,9.88,4
11,37,1,170.4,76.5,26.3464590359056,27.8,86.5,41,42,41.6,196,28,15.3,11.02,4
11,37,1,173.2,56,18.6677618420281,10.4,73.4,11,43.8,43.1,207,21,-2.4,10.64,4
11,37,2,148.4,41.5,18.8443123778525,22.5,65,35,23,21.6,158,30,14.6,12.28,4
11,37,2,170.2,50.32,17.3708680324937,21,72.1,25,26.6,23.9,161,36,16.5,13.98,4
11,38,1,171.4,91.9,31.2819542269102,31.1,104.1,10,47.3,44.5,193,31,-5.6,11.83,4
11,38,2,153.5,49.9,21.1779435325574,27.8,74,10,24,23.8,136,19,10,14.1,4
11,38,2,154.2,58.9,24.7711715712745,34.3,86.7,14,23.9,23.2,148,13,-3.6,13.97,4
11,38,2,159.3,54.7,21.5553845311152,23.9,77.3,28,31.3,31.2,174,19,13.3,11.44,4
11,39,1,178.1,78.4,24.7165712314874,15.8,84.8,70,59.3,56.4,265,78,18.3,9,4
11,39,2,167.5,66.3,23.6310982401426,25.3,75.1,25,24.4,22.7,180,25,8.5,12.4,4
11,40,1,166.9,70.6,25.3449843676014,24.6,81.8,37,35.1,35.4,204,35,-1.1,11.1,5
11,40,1,171.3,75.8,25.8317887082368,25.7,93.9,36,42.3,41.5,203,33,6.2,10.7,5
11,40,2,160,53.5,20.8984375,18.4,72,29,33.2,31.8,170,31,3.6,11.89,5
11,40,2,163,75.9,28.5671271030148,38.5,97.5,1,27.6,25.3,125,22,11,16.81,5
11,40,2,166.4,58.7,21.1997850406805,36.1,82,20,24.7,24.1,160,29,7.6,13.4,5
11,41,1,171,86.1,29.4449574227968,29.1,100.1,18,47.9,52.3,195,22,11,13.35,5
11,41,2,152.4,66.5,28.6320017084479,28.6,89.6,29,34.8,34.7,170,28,17.6,11.51,5
11,42,1,156,53.6,22.0249835634451,21.6,73.1,20,27.1,27,150,26,4,12.84,5
11,42,1,172.4,64.8,21.8022082137801,12.9,77.8,48,41.9,41.3,220,35,22.4,11.14,5
11,42,1,175.6,66.9,21.6958712335449,14,76.2,57,43.6,40.2,233,50,22.6,9.6,5
11,42,1,178.4,81.8,25.7018037764685,21.3,89.3,51,49.1,46.7,238,30,22.2,10.13,5
11,42,1,185,99.5,29.072315558802,24.6,98.5,38,59.8,59.1,192,34,8.6,11.34,5
11,42,2,151.2,51.66,22.5970017636684,27.8,70.4,10,23.6,22,110,25,13.8,14.86,5
11,42,2,157.4,55.1,22.2403768997157,29.9,78,24,27,26.4,148,21,23,13.77,5
11,42,2,163.8,54.08,20.1562106324011,29.8,77,38,32.8,30.3,160,28,22.7,11.97,5
11,42,2,166.7,57.2,20.5837656703812,24,77.9,40,33.1,28.7,196,33,14.8,10.9,5
11,43,1,168.7,71.2,25.017841023567,23.1,83.6,42,37.7,35.1,190,40,2.8,10.9,5
11,43,2,164,63.76,23.7061273051755,31.6,84.7,28,22.9,20.5,124,20,16.1,14.2,5
11,45,1,175.8,80.7,26.1117388282527,23.8,91.4,17,41.7,34.4,190,9,22.6,12.09,6
11,45,2,157.3,57.4,23.1982084839971,24.3,75.8,22,27.6,26.4,160,27,22.3,13.35,6
11,45,2,158,53.8,21.6,21.5,73.4,32,29.5,29.6,165,75,13.1,11.69,6
11,46,1,171.8,78.1,26.460906297899,21.9,86.4,43,50.9,45.2,186,34,16,11.6,6
11,46,1,171.8,78.1,26.460906297899,21.9,86.4,43,50.9,45.2,186,34,16,11.64,6
11,47,1,173.9,80,26.4539679463884,20.5,89.9,45,52.3,47.9,202,52,13.2,12.62,6
11,47,1,175.6,87.3,28.3116525962402,27.8,100,52,50.8,49.9,215,50,15.3,11.1,6
11,47,1,177.6,81.1,25.7119450531613,18.2,83.1,50,51.8,49.6,244,48,6.1,10.2,6
11,47,1,181.5,104.4,31.6918243289393,36.5,117.9,29,35.8,34.7,186,24,-17.8,13.49,6
11,47,2,163,73,27.4756294930182,31,78.6,19,30.5,30.4,140,14,14,14.6,6
11,47,2,164,62.5,23.2376561570494,26.8,76.1,22,27.5,26.4,152,26,14,14.12,6
11,47,2,170.2,92.9,32.069825918495,34.1,95.3,12,45.9,29.1,120,15,-4.2,14.44,6
11,48,2,161,75.78,29.23498321824,40.3,99.6,9,22.3,19.3,125,7,-8,14.16,6
11,49,1,171.5,70.9,24.1056022575628,13.5,78.1,48,39.3,35,219,45,12.6,10.21,6
11,49,1,173.7,76.6,25.3880375941818,19.3,87.4,37,54.6,53.3,241,40,6.6,9.7,6
11,49,1,176,79.7,25.729597107438,21.2,87.2,34,53.9,48.3,183,35,2.5,12.6,6
11,49,2,151.9,51.1,22.1465128343592,30.3,77,38,27.9,26.1,157,17,13.2,12.55,6
11,49,2,154.8,60,25.0385593814474,30.6,82.9,33,23.7,22.3,143,25,22.9,14.03,6
11,49,2,155.6,60.4,24.9469670435696,30.2,82.9,28,29.6,28.9,144,11,8.6,13.84,6
11,49,2,159.6,55.5,21.7884937908681,35.7,79.2,12,25.2,22.5,150,15,15.1,14.4,6
11,50,1,174,84.9,28.0420134760206,20.2,86.4,22,45,46.8,175,29,12,13.48,7
11,50,2,165.7,80.8,29.4283792283719,30.2,93.2,35,43.7,34.5,189,8,17,12.02,7
11,50,2,166.7,62.7,22.5629739079179,34.3,85,13,27.1,26.4,139,16,24.2,15.08,7
11,51,1,160.6,64.3,24.9298629516648,22.5,82.8,27,39.4,39,176,39,13.6,12.44,7
11,51,1,169.5,68,23.6684330975192,21,81.1,25,38.6,36.7,189,36,-8.6,12.1,7
11,51,1,173.4,69.6,23.1,20.4,81.1,29,34.2,44.6,216,40,19.1,10.94,7
11,51,1,174,77.4,25.5648038049941,23.2,90.7,26,49.6,47.1,196,22,10.1,11.34,7
11,51,1,178.8,81.2,25.3992562897567,18.8,87.1,34,41.1,44.5,186,31,21,11.75,7
11,51,2,154,45.56,19.2106594703997,18.1,68.7,40,24.8,22.1,171,36,24.8,12.08,7
11,51,2,162.7,67.7,25.5748775371355,32.9,89.2,23,22.4,22.5,143,19,8.1,13.1,7
11,52,1,175,88,28.734693877551,33.3,105,24,39.4,34.2,171,5,7.2,12.87,7
11,52,2,153.3,45.8,19.4886236223394,29.3,72.3,0,22.4,20.6,139,28,15.7,14.42,7
11,52,2,158,57.9,23.1933984938311,29.4,78.3,22,25.2,23.5,135,15,12,13.89,7
11,53,1,174.6,83.6,27.423179015626,24.2,93.8,25,49.9,46.4,174,15,13.2,14,7
11,53,2,158.9,61.1,24.1987769122281,30.7,79.6,23,26.5,24.4,133,12,20.1,13.5,7
11,53,2,165.3,61.2,22.3978181890046,30.7,84.4,4,31.2,25.7,158,18,12.3,13.97,7
11,53,2,167.5,60,21.3856092670973,24.13,77.2,20,26,25.4,174,34,6.2,14.37,7
11,54,1,168.5,73.9,26.028229534468,22.4,85,39,39.8,33.7,184,26,2.2,11.52,7
11,54,1,173.9,73.9,24.4368528904763,21.8,85.2,30,43.9,40.2,198,37,8.5,11.65,7
11,54,2,152.8,48.7,20.8584605685151,27.7,67,14,19.8,19.6,94,21,3.6,15.63,7
11,55,2,146.8,46.6,21.6238891074995,32.4,71.9,9,21.5,20.3,120,14,2.8,15.71,8
11,55,2,147,49.98,23.1292517006803,37.6,80.2,24,20.2,19.2,120,20,18.5,15.44,8
11,55,2,165.3,58.8,21.5194723776711,17.7,78.1,26,27.7,27.1,132,25,19.4,15.17,8
11,56,1,170.5,79.5,27.3475460307359,24.3,92.6,32,49.7,47.6,181,11,18,11.96,8
11,56,2,150.4,50.8,22.4578429153463,27.6,73.4,14,17.8,18.2,135,33,21.1,14.37,8
11,57,1,164,78.8,29.2980368828079,24.4,91.6,20,41.7,40.6,173,24,1,13.6,8
11,57,1,173.5,76.1,25.2805022880349,18.6,83,34,40.7,39.7,204,18,16.8,11.91,8
11,57,1,174.1,85.5,28.2077582222316,31.1,98,20,37.6,33.2,153,15,-3.3,13.37,8
11,57,1,175,76.1,24.8489795918367,21.9,88.7,30,39.5,37.5,181,16,-20,13.44,8
11,57,1,177,72.7,23.2053369082958,22.4,87.4,31,44.1,40.5,212,25,9,12.59,8
11,57,2,153.2,49.7,21.1757527830989,25.9,69.7,24,25.8,25,144,25,19.8,12.65,8
11,58,1,164.2,64.3,23.848697631153,23.1,75.3,22,29.4,27.7,178,25,11,14.3,8
11,58,1,167.4,68.7,24.5157864535827,27.4,87,26,37.1,37,197,17,11.8,11.47,8
11,58,1,171,74.8,25.5805205020348,25.6,89.7,28,43.8,33.8,176,24,13,12.9,8
11,58,2,160,59,23.046875,36.1,84,0,24.4,22.4,88,14,13.4,16.49,8
11,58,2,160.1,63.1,24.6176558139607,28.3,82,31,26,24.6,134,18,14.4,13.65,8
11,58,2,163,54.3,20.4373518009711,23.2,75.9,43,23.9,22.4,161,18,20.1,12.29,8
11,59,1,170,72.9,25.2249134948097,22.1,86.6,24,44.9,43.5,184,15,-3.6,13.36,8
11,59,2,159.9,54.34,21.2531205987482,31,75.5,20,23.3,22.2,126,20,28.4,16.35,8
11,59,2,161.3,64.9,24.9445665622121,33.9,83.2,17,23.8,23.5,120,14,15.46,15.46,8
11,61,1,162.9,43,16.2041512020654,17,86.6,26,26,31,180,18,18,15.6,9
11,61,2,147.8,43.5,19.9131694258232,36.5,69.9,2,19.3,17.9,90,17,10.8,17.79,9
11,62,1,163.2,59.7,22.414756343714,11.9,69.5,29,27.1,23.9,160,27,-12.2,13.32,9
11,62,1,168.2,71.44,25.2516326608519,25.7,88.3,24,33.3,35,180,4,6.5,12.88,9
11,62,2,155.5,50.3,20.8021008881215,31.6,76.6,3,21.6,20.5,144,11,17,15.11,9
11,62,2,163.8,73.7,27.4688003625733,34,88,1,26.2,25.1,112,5,12,16.19,9
11,63,1,169,59.9,20.972655019082,12.2,75.8,22,40.8,43,186,26,14.4,13.32,9
11,63,2,157.6,59.1,23.7944162436548,32.4,81.5,15,27.5,27.1,130,14,22.4,14.4,9
11,64,1,162.3,64.68,24.5546060956012,22.7,83.1,44,36.7,32.4,163,36,10.8,14.25,9
11,64,1,171.4,63.18,21.5059180419607,20.9,78,31,46,38.8,210,25,8,12.47,9
11,64,2,147.2,68,31.382915879017,45.1,95.9,0,25.1,22.7,70,2,14.3,18.64,9
11,64,2,151.2,52.2,22.8332073570169,31.1,78.7,0,17.8,16.2,68,16,19.3,18.72,9
12,19,1,167,67.5,24.2030908243393,15.3,76.4976114649681,54,38,37.1,216,58,11.1,9.9,1
12,19,2,160,58,22.65625,22.6,74.6136753445636,48,37.1,37.8,214,51,18.5,10.22,1
12,20,1,172.7,75,25.146444510682,15.6,79,52,43.3,39.5,226,51,12.1,10.9,1
12,20,1,179.9,68.4,21.1345874630492,10.1,74,64,48.2,49.6,278,100,25.9,9.4,1
12,20,2,149,45.4,20.449529300482,24.6,69,39,25.3,23.5,157,17,31.2,12.47,1
12,20,2,154.5,53.3,22.3290497585907,30.7,69,25,30.5,24.5,137,17,14.8,13.12,1
12,21,1,176.1,56.2,18.1224789358429,11.6,68,40,40.7,40.1,211,30,0.8,10.68,1
12,21,1,177,62.8,20.0453254173449,11.3,70,57,44.3,38.4,227,40,10.4,10.8,1
12,21,1,181,70,21.3668691431885,13.3,73.749203821656,42,49.4,51.2,250,51,7,10.9,1
12,21,2,158,42.6,17.0645729850985,19.2,68,35,22.8,18.5,185,36,27,12.01,1
12,21,2,158,56.3,22.5524755648133,35.1,69,43,28.5,26.9,165,50,21,10.69,1
12,21,2,163.4,54.4,20.3748676008144,28.9,71,31,28,24,137,39,29.5,13.75,1
12,21,2,166,83.8,30.4107998258093,35.8,96,35,35.6,33.4,173,24,12.5,11.37,1
12,21,2,167,64.1,22.9839721754097,31.1,73,49,42.9,38.5,165,51,0,11.16,1
12,21,2,168,58.6,20.7624716553288,24.1,81,40,27.2,27.3215,215,41,19,10.86,1
12,21,2,170,88.2,30.5190311418685,36.7,90,29,38.2,34.7,150,32,28.5,11.76,1
12,22,1,168.2,62.6,22.1269905454833,18.1,62.6,44,43.2,40.5,228,56,6.9,10.24,1
12,22,1,174.5,74.7,24.5318182937743,25,91,26,33.6,30.5,234,35,2.3,10.79,1
12,22,1,177,74.4,23.7479651441157,14.5,85,74,47.7,35.5,235,54,23,9.5,1
12,22,1,177.3,81.9,26.0535213767711,20.2,87,52,54.7,55.7,212,30,12.4,12.79,1
12,22,1,178.6,76.6,24.0140748812777,12.6,79,50,41.3,38.1,214,59,16.1,10.71,1
12,22,2,163,56.8,21.3782980164854,27.3,65,30,32.8,33.3,166,27,10.6,11.75,1
12,23,1,171.5,73.3,24.9215887937849,20.8,86,38,46,47.4,245,61,17,9.76,1
12,23,1,178,72.9,23.0084585279636,11.8,80,56,45.1,42.1,245,75,27.5,9.41,1
12,23,1,178.5,69.9,21.9381870395217,12,78,53,39,48,255,60,27,9.4,1
12,23,2,157.1,72.4,29.3350069954267,45.6,86,26,23.3,25.4,144,12,22.7,14.45,1
12,24,1,181.2,79.3,24.1522057999405,18.6,81,51,44.7,38.4,229,74,29,9.9,1
12,24,2,159.2,53.5,21.108999772733,34.9,78,35,18.2,14.6,164,17,18.5,12.63,1
12,24,2,161.2,57.6,22.1662592590312,31.5,76,29,29,29.2,161,19,26.2,13.91,1
12,24,2,167,58.7,21.0477249094625,27,80.3680398162328,41,26.9,21.7,188,25,15.7,11.57,1
12,25,1,168.5,67.7,23.8,13.7,76.5,56,38.9,38.9,214,64,13.8,9.98,2
12,25,1,173.4,60.6,20.1546118141944,19.5,77.8,25,37.3,38.8,185,34,7.4,11.36,2
12,25,1,173.4,60.6,20.2,19.5,74,25,38.8,37.3,185,34,7.4,11.36,2
12,25,1,177.7,70.7,22.3895084093664,20.03,80,49,46.1,36.8,218,55,-4.7,11.76,2
12,25,1,177.7,70.7,22.4,20.3,86.8,49,46.1,36.8,218,55,-4.7,11.76,2
12,25,1,178,71,22.4,14.1,76,50,41,43,235,98,10,9.4,2
12,25,1,180,80.5,24.8,18.9,83,60,47.6,43.7,230,71,9.4,9.86,2
12,25,2,163.7,58.6,21.8675564946083,25.2,71,33,23.4,21.1,195,32,27.2,10.93,2
12,25,2,170.9,62,21.2279259528856,24.2,71,27,33.6,26.7,170,22,25.2,11.68,2
12,26,1,173,67.82,22.7,16.5,86,51,44.8,39.2,248,44,11.7,9.39,2
12,27,1,169,70.6,24.7190224431918,16.2,79,38,49.2,42.2,217,60,14.9,9.88,2
12,27,1,173.2,73.4,24.5,23.5,86,59,37.5,35.7,215,67,9.3,10.33,2
12,27,1,178,94.8,29.9,30.6,97,43,46.7,42.9,225,47,13,9.9,2
12,27,2,155.7,49.5,20.4186946142909,24.1,70,51,31.4,23.2,192,33,22.6,11.39,2
12,27,2,156,68.28,28.1,34.6,88.9,33,33.5,30.7,171,38,17.5,11.21,2
12,27,2,165.2,80.3,29.4235763825783,37.6,87,40,30.6,30.8,148,13,18,13.73,2
12,27,2,167,64.46,23.1,32.2,89,22,22.7,23.1,121,16,6.7,16.24,2
12,27,2,167,64.5,23.1273978988132,32.2,81,22,22.7,23.1,121,16,6.7,16.24,2
12,27,2,175.7,52,16.8445657973035,31.4,65,5,29.9,25.2,126,8,11.2,14.38,2
12,28,1,171.8,75.6,25.6,12.4,81,63,48.6,42,251,80,15.8,8.48,2
12,28,1,171.8,75.6,25.6138862499509,12.4,81,63,48.6,42,251,80,15.8,8.48,2
12,28,1,174.5,75.4,24.7617014638632,16.8,80,61,43.2,36.2,237,80,19.2,9.62,2
12,28,1,183.3,89.5,26.6,25.7,92.5,61,39.5,40.1,231,42,4,9.91,2
12,28,2,159,80.1,31.6838732645069,42.8,97,9,27.8,24,126,11,10.4,14.93,2
12,28,2,159,80.14,31.7,42.8,96.9,9,27.8,24,126,11,10.4,14.93,2
12,28,2,162.3,50,18.9816064437239,33.7,64,27,20.7,18.3,139,26,22.5,12.93,2
12,28,2,166.2,60.1,21.7576723852057,35.2,75,1,21.6,24.7,169,17,9.3,14.58,2
12,28,2,167.4,60.1,21.4468524870498,20.7,71.5,47,36,36.6,191,37,18.1,11.86,2
12,28,2,170,54.1,18.719723183391,23.9,69,27,33.8,31.6,150,22,13.5,13.12,2
12,29,2,164,52.5,19.5196311719215,23.7,79,41,26.2,24.6,160,30,24,12.11,2
12,31,1,175.4,64.7,21.0302823063491,22.7,86,36,37.6,34.6,192,15,-2.3,14.37,3
12,31,1,186,89.6,25.8989478552434,18.4,81,36,48.1,44.8,217,39,23.6,10.97,3
12,31,1,186,89.6,25.9,18.4,92.6,36,48.1,44.8,217,39,23.6,10.97,3
12,31,2,160,63.4,24.765625,33.9,84,33,27.2,30,151,17,18.5,15.18,3
12,31,2,160,63.4,24.8,33.9,86,33,30,27.2,151,17,18.5,15.18,3
12,31,2,169,55.1,19.2920415951822,35.3,69,20,20.8,21.1,152,14,15.3,13.84,3
12,31,2,169,55.1,19.3,35.3,70,20,21.1,20.8,152,14,15.3,13.84,3
12,32,1,167,73.4,26.3,20,86,58,52.4,48.3,220,50,25,10.08,3
12,32,2,152.6,48.2,20.6984569772695,33.5,69,15,20.3,16.8,122,8,9.9,15.7,3
12,32,2,161,52,20.0609544384862,36.7,74,7,17.6,17.4,141,18,16.8,15.14,3
12,32,2,163,55.1,20.7384545899356,24.3,73,34,33.3,29.6,161,20,13.5,13.94,3
12,32,2,163.1,55.08,20.7,24.3,75.5,34,33.3,29.6,161,20,14.2,13.94,3
12,32,2,163.9,62,23.0798925370423,27.4,80,27,24.6,21,128,18,10.7,12.81,3
12,33,1,162.3,59.5,22.5881116680314,18.6,75,48,36,29.9,189,73,19.6,10.47,3
12,33,1,168.2,77.16,27.3,30.8,89,32,45,39.1,176,19,3.2,12.52,3
12,33,1,170,77.2,26.7128027681661,30.8,89,32,45,39.1,176,19,-3.2,12.5,3
12,33,2,157.1,67.6,27.3901446531885,41.9,86,4,18.5,23.3,121,10,20.3,14.83,3
12,34,1,170.2,75.88,26.2,30.6,89,22,38.1,39,181,17,0.3,12.02,3
12,34,1,170.2,75.9,26.2012894210309,30.6,88,22,39,28.1,181,17,0.3,12,3
12,34,1,172.1,77.3,26.0986325734568,35,91,33,23.5,31.5,160,32,-3.9,12.77,3
12,34,1,172.1,77.34,26.1,35,88.2,33,31.5,23.5,160,32,-3.9,12.77,3
12,34,1,172.8,76.88,25.7,21,93.2,44,43.6,41.4,214,27,11.5,13.27,3
12,34,1,172.8,76.9,25.7536544067215,21,93,44,43.6,41.4,214,27,11.5,13.27,3
