"지역","연령(만)","성별","신장","체중","BMI","체지방률","허리둘레","윗몸일으키기","악력(D)","악력(ND)","제자리멀리뛰기","20m 왕복오래달리기","좌전굴","10m 왕복달리기","연령집단"
5,57,1,164.2,63,23.3665311160597,23.8,83.8,19,37,25.2,155,20,-7,12.16,8
5,57,1,165.4,83.4,30.4856205834231,31.6,94,23,38.4,32.9,167,20,-0.9,11.78,8
5,57,1,169.7,92.2,32.0160121730295,31.6,109.2,32,52,47.5,185,28,2.3,11.25,8
5,57,1,174.8,87.6,28.6695746430049,29.8,99.7,33,38.8,38.6,180,21,-9.9,11.1,8
5,57,1,179.5,68.4,21.228885561099,18.4,79,30,48.4,46.7,201,40,11.3,12.54,8
5,58,1,162.9,60.9,22.9496001908321,23.3,79.9,21,35.9,33.7,212,35,14.6,10.97,8
5,58,1,166.9,58.3,20.9293567794782,15.9,76.1,37,47.4,38.3,160,33,24.5,10.53,8
5,58,2,151.1,53.7,23.520435403993,33.5,76,28,23.7,22.2,139,19,19.8,14.82,8
5,58,2,158.4,57.8,23.036552392613,31,68.9,41,23,22.1,122,16,9.5,14,8
5,58,2,162.7,64,24.1771368150173,32.8,82.4,0,26.5,23.3,111,12,5.6,16.41,8
5,59,2,155.2,56.1,23.2905330003189,29.3,79.1,25,18.4,22.5,101,21,5.7,13.66,8
5,60,1,167,71.7,25.709060920076,22,89.4,40,38.6,39.5,197,34,9.9,11.03,9
5,60,1,170.6,64.3,22.0929097908355,16.7,79,35,37.4,35.3,185,51,19.8,11.06,9
5,60,2,153.8,52.7,22.2791154641581,36.4,77.8,5,20.1,17.2,96,20,10.6,15.38,9
5,60,2,157.2,61.2,24.7654565584756,36.3,76.5,20,20.6,18.9,143,11,16.3,13.75,9
5,60,2,158.2,56.1,22.415575988403,26.6,72.6,17,26.8,24.4,130,15,26.9,15.4,9
5,60,2,164.9,55.5,20.4104073218567,30.1,70.2,9,27.4,25.8,114,9,27.5,14.91,9
5,61,1,159.9,71.7,28.042855114653,32.7,83.5,11,35.2,29.2,155,15,21,12.85,9
5,61,1,170.9,75.5,25.8501356361753,26.9,80,27,38.4,37.1,194,24,7.3,13.34,9
5,61,2,155.7,45.5,18.7686990899037,32.6,65.8,0,17.1,19,88,6,10.8,17.13,9
5,62,1,165.9,54.1,19.6564231631872,13.6,74.6,45,40.6,38.4,216,67,19,10.36,9
5,62,1,171.9,60.7,20.5417262698222,15.6,77.8,21,33.3,31.4,155,25,-3.5,13.75,9
5,63,2,158,63.7,25.5167441115206,37.2,86,1,23,22.9,113,8,22,16.5,9
6,19,1,164.3,61.9,23,21.3,81.6,52,37.7,32.4,211,39,13.1,10.97,1
6,19,1,170,63.7,22,9,70.9,44,40.7,39.8,248,71,12.5,9.8,1
6,19,1,171.2,62.7,21.4,10.7,72.6,47,41.2,40.2,237,71,16,9.64,1
6,20,1,170,58.6,20.2768166089965,11.9,73,34,36.5,33,198,43,18.1,10,1
6,20,1,180.6,84.3,25.8,29.9,90.9,32,35,28.4,211,36,-16,10.99,1
6,20,1,186.3,87.18,25.118352733933,21.6,88,36,47.2,38.7,234,29,7.8,9.81,1
6,20,2,160.7,48.4,18.7418996464209,21,65.5,38,32.4,28,188,39,11.1,12,1
6,20,2,162.5,59.7,22.6082840236686,33.3,77.5,27,27,23.9,160,26,6.7,15.22,1
6,21,2,164.9,53.6,19.7116726567841,21,66.5,19,28.2,25.2,150,39,29,11.83,1
6,21,2,165.8,51.6,18.7707078011935,24.1,71.6,28,31.6,30,149,54,23.4,11.97,1
6,22,1,165.7,67.5,24.5843514593453,21.8,83,39,42.8,36,215,69,-5.1,9.75,1
6,22,1,170.3,65.2,22.4811384282995,23.5,88.3,39,33.6,34.7,221,66,8.7,10.96,1
6,22,2,151.8,47.1,20.4,29.7,70.3,37,21.5,18.9,139,21,15.7,13.17,1
6,22,2,166.4,64.4,23.3,31.9,83,27,27.1,24.2,128,21,13.4,12.99,1
6,22,2,168.7,61,21.433824472438,23,73,40,36.7,32.6,212,38,27.3,10.78,1
6,23,2,164.3,56.6,20.967241833426,30.1,71,26,27.5,25.9,124,31,17,14.24,1
6,23,2,171.5,49.5,16.8297223095819,22,68.1,42,32.4,31,190,48,14.9,11.9,1
6,24,1,165.4,66.1,24.2,15.8,78.2,46,37,39.7,211,43,15.4,11.93,1
6,24,1,172.2,85.9,28.9685574804977,28.5,96.5,36,44,42.7,166,47,6.6,11.57,1
6,24,2,155.6,53,21.8905505514767,29.9,69,23,22.6,20.7,157,16,15.1,12.88,1
6,25,1,171.7,60.38,20.4810641741142,14.6,75.3,50,44.1,43.9,210,50,21.3,11.2,2
6,25,1,175.5,61.7,20.0323049325898,8.9,79,53,41.1,39.4,228,76,7.1,9.82,2
6,25,1,187.6,79.08,22.4698923900146,12.1,83.5,66,51.3,47.8,272,38,22,9.05,2
6,25,2,161,54.5,21,33,79,20,21.8,23.3,155,13,17.8,16.22,2
6,25,2,165.4,52.5,19.1905884967592,21.9,72.4,55,40.4,39.6,195,50,24.2,11.54,2
6,26,1,186.3,95.6,27.5443280725395,21,92.2,39,51.4,50.1,200,66,7.2,10.53,2
6,26,2,163.6,48.3,18.0459825084738,32.9,72,26,21.9,20,123,21,-2.8,13.22,2
6,26,2,164.4,60.7,22.5,34.8,79,11,26.3,18.7,166,5,-10,14.25,2
6,27,2,155,58.7,24.4328824141519,35.5,91.4844257274119,39,24,28.6,164,29,17.4,12.32,2
6,27,2,164.4,52.4,19.3877611427827,17,72.1,42,30.4,26.4,159,31,28.8,12.87,2
6,27,2,169,65.5,22.9,6.1,77.2,15,25.4,26.7,166,5,-10,13.39,2
6,28,1,173.8,79.1,26.1864688457163,31,92.4,33,44.3,44.9,177,51,10.9,11.43,2
6,28,1,176,77.4,24.9870867768595,20.7,86,30,48.4,45.4,210,34,9.6,11.4,2
6,28,1,177.8,84.3,26.666379863372,20.6,90.8,57,69.9,58.3,225,62,26.5,11.06,2
6,28,2,169.8,55.1,19.1106838087073,23.1,76.2,29,32.7,30.5,171,32,23.4,11.88,2
6,29,1,176.1,79.3,25.5713982137427,28.4,90.7,18,40,35.6,215,31,8.2,12.85,2
6,29,1,177.2,58.3,18.5669735896743,14,74.8,34,39.3,36.7,201,53,-10,11.19,2
6,29,2,171.4,58.5,19.9128870758895,22.8,73.2,29,32,27.5,172,47,29,11.83,2
6,30,1,173.4,81,26.9393326229332,20.9,86.4,38,44.8,40.6,230,53,16.1,10.97,3
6,30,1,175,77.1,25.1755102040816,25.7,100,52,45.7,33.4,216,70,10.08,10.08,3
6,31,1,174.1,99.8,32.9255470243125,32.3,98.7,42,51.2,49.4,215,48,11.5,9.24,3
6,31,1,176.9,71.2,22.7522487817801,18.7,88.2,40,46.5,41.4,203,45,-20,10.8,3
6,31,1,182.9,86.7,25.9174152176181,21.2,91.1,52,46,47,246,70,18.8,10.06,3
6,31,2,160.2,57.12,22.3,28.1,80.2,25,18.6,18.9,133,22,6.6,12.59,3
6,31,2,162.5,51.3,19.4,28.9,65.4,19,27.4,21.2,139,17,24.6,13.72,3
6,31,2,162.7,57.66,21.8,30.9,81.9,41,28.9,27,167,30,19.4,11.89,3
6,32,2,155.6,53.5,22.1,33.5,70.5,28,24.3,21.8,170,25,23.2,14.05,3
6,32,2,160.5,53.5,20.8,32.7,72,9,20.8,22.9,105,6,0.3,16.85,3
6,32,2,162.5,85.6,32.4,44.9,104,17,33.2,26.8,118,16,12.2,14.85,3
6,33,1,163.7,87.6,32.7,35.9,106.7,23,40.2,41.6,181,26,7.2,12.69,3
6,33,1,172.9,59.2,19.8030334099251,14,68,33,53,48.8,215,56,3.8,12.1,3
6,33,2,153.3,62.7,26.7,32.5,84.8,24,31.6,29.4,170,20,9.5,13.05,3
6,33,2,159.2,71.7,28.2900053028964,35.3,94.1,34,31,30.7,151,30,17.5,13,3
6,34,1,161.5,61.6,23.617594340979,16.5,78.5,40,39.9,39.9,213,35,10.5,11.8,3
6,34,1,175.4,79.9,26,24.7,95.4,34,51.9,38.2,228,34,-0.8,10.84,3
6,34,2,153.8,50.1,21.1799560674444,28.2,72.9,26,20.6,18.5,139,26,16.8,16.06,3
6,35,1,169.5,86.9,30.2468652378591,30.6,102.8,21,44.7,35.8,222,26,-10,12.81,4
6,35,1,175.4,67.2,21.9,13.2,84.8,35,46.3,43.7,208,49,1.5,12.24,4
6,35,1,180.5,82.1,25.2,18.1,86.5,57,56.8,51.1,246,81,10.2,9.21,4
6,36,1,169,78.6,27.520044816358,35.4,97.2,1,44.7,41.9,171,23,-10,12.66,4
6,36,1,169.4,68.7,23.9403185630512,26.9,85,45,47.4,32.1,192,42,-20,11.24,4
6,36,1,170.7,78.4,26.9059927264591,27.6,92.9,36,44.8,43.3,207,51,6.2,10.63,4
6,36,2,154.2,51.1,21.5,35.6,83.2,20,27.9,23.1,155,23,11.9,12.9,4
6,36,2,158.7,66.7,26.4832926951773,37.8,92,26,22.3,20.4,81,11,9.6,17.8,4
6,36,2,162.3,62.5,23.7270080546549,33.9,83.1,30,31,29,139,20,18.1,14.46,4
6,36,2,163.7,56.8,21.1958568070606,35.1,77.5,30,24.9,23.6,118,22,13.7,15.12,4
6,37,1,180.4,80.2,24.6434383311783,23.8,87.4,47,49.5,46.6,211,1,-10,10.3,4
6,38,1,177.5,71.9,22.8208688752232,18.3,83.4,5,46.3,39,200,1,-5,11.63,4
6,38,2,147.1,62.74,29,38.7,88.7,12,25.4,26.2,139,12,9.7,16.22,4
6,38,2,165.7,62,22.5811820811764,37.8,87,16,26.6,25.8,123,14,9.9,14.61,4
6,38,2,167,73.3,26.28276381369,36.6,91,22,35.4,28.4,143,20,-0.8,14.86,4
6,39,1,178.5,102.6,32.2011157404138,31.4,109,41,51.2,46.8,201,30,-6.8,12.4,4
6,39,2,160.5,53.8,20.8848904804883,24.7,75.3,34,28.8,28.4,173,40,19.1,11.96,4
6,39,2,162.8,101,38.1076855278329,42.3,119.7,7,26.1,17.2,135,7,-0.9,13.83,4
6,40,2,158.5,51.3,20.4201454885609,25.8,71,29,24.6,24.5,152,33,27,11.85,5
6,41,2,164.7,58.8,21.6765482972297,28.4,77.6,41,21,20.1,151,14,17.7,14.86,5
6,42,1,170.2,94.6,32.7,32.9,103,20,46,48.6,170,18,3,13.03,5
6,42,1,176.6,83.1,26.6452393197801,26.5,90.6,45,61.5,55.1,210,51,22.2,10.66,5
6,42,1,178.6,70.1,22,25.4,84,34,38.9,36.7,186,36,-9.9,12.69,5
6,42,2,156.9,50.88,20.6681314717391,31,76.7,29,21.4,20.4,146,23,5.7,13.96,5
6,42,2,162,50.3,19.166285627191,21.3,66,29,24.6,28.3,140,18,10.3,13.47,5
6,43,1,172.6,79.1,26.6,20.7,89.1,61,52.1,53.3,233,44,18.8,10.62,5
6,43,1,173,81.7,27.2979384543419,27.5,92.3,47,53.4,51.1,216,85,10.2,10.74,5
6,43,1,173.8,79.9,26.4513130312609,25.5,92,37,47,42.6,232,50,9.8,10.69,5
6,43,1,174.4,77.4,25.4476685464187,28.8,94.3,1,41.4,39.9,168,22,2,13.41,5
6,43,1,180.2,82.6,25.4372684931406,23.3,93.8,32,50.4,49.5,198,51,10.7,11.66,5
6,43,2,157.8,45.9,18.433113099799,22.4,77,43,24.2,13.7,148,13,17.1,14.87,5
6,43,2,158.9,48.2,19.0897061729852,16,69.5,45,26.2,28.4,153,26,18.1,13.79,5
6,43,2,166.2,53.2,19.2597033426446,18.1,63.9,31,27.5,27,161,16,16.4,13.18,5
6,44,1,171.9,90.1,30.4910961599832,25.5,106,32,48.3,45,208,24,3.2,14.38,5
6,44,2,157.9,59.7,23.9447369909287,36.6,75.8,18,30.1,25.9,131,12,-9.7,13.35,5
6,44,2,162.5,58.6,22.1917159763314,23,79,42,28.9,23.7,160,36,18.5,12.4,5
6,45,1,170.9,68.8,23.6,21.7,84.8,48,49.9,43.1,216,66,6.5,11.09,6
6,46,1,170.5,84.5,29.0675174792098,30.9,97.6,32,47.8,43.6,200,16,19.4,12.25,6
6,46,1,172.3,71.3,24.0170119940217,21.8,79.9,35,44,41.8,215,52,22.4,10.72,6
6,46,1,176.3,78.4,25.2238536578931,25.8,88.1,31,49.2,48.2,190,43,22.4,10.98,6
6,46,2,154.2,54.4,22.9,23.1,80,43,27,27.4,172,59,23.2,11.38,6
6,46,2,160.5,60.3,23.4081579177221,30.1,78.2,35,28.2,25.6,151,20,17.4,12.78,6
6,47,1,169.5,68.8,23.9468852516076,18.6,79.1,25,44.7,47.1,223,21,0,11.37,6
6,47,1,170.2,70.6,24.4,22.3,81.5,30,44.1,41.5,175,32,13,12.3,6
6,47,2,153.9,57.64,24.3358619155161,36.2,83.9,30,30.2,30.2,151,26,20.2,13,6
6,47,2,163.4,53.8,20.1501447963936,32,78.5,28,28.6,25.9,114,31,15.2,13.97,6
6,48,1,160.7,65.3,25.3,26.2,90,11,31.2,38.9,156,12,6,14.22,6
6,48,1,168.7,74.5,26.1773757901088,27.8,90,10,42.9,41.5,160,15,-8,12.65,6
6,48,1,170.3,72.3,24.9,25.1,88,25,38.4,35.5,181,30,10.7,13.24,6
6,48,1,177,64.96,20.7,19.5,82.8,32,46.5,44.4,169,22,10.8,13.35,6
6,48,2,158.5,65.04,25.8894008299416,35.2,86.8,37,36.8,30.7,161,23,14.9,14,6
6,48,2,161.5,60.16,23.1,29.3,80.1,30,31.2,30.8,131,30,-5.7,13.34,6
6,48,2,165.4,44.8,16.4,23.1,68.6,2,20.8,23.3,120,6,-14,15.69,6
6,49,2,156.1,51.66,21.2006216550848,27.7,74,19,26.5,28.2,135,25,5.3,14.68,6
6,49,2,158.4,57.4,22.8771298847056,25,75.7,35,31.5,32.2,170,24,22.2,12.81,6
6,49,2,159.2,61.9,24.4233100174238,43.7,83.4,32,28.7,22.6,130,26,12.5,14.89,6
6,50,1,162.6,65.2,24.7,21.9,83.4,41,36.4,30.6,167,32,19.4,12.87,7
6,50,1,167.5,77,27.5,27.9,97.7,14,34.1,32.9,171,25,0.8,11.98,7
6,50,1,174.5,76.4,25.1,22.5,91,37,40.2,41.2,179,59,8.7,11.08,7
6,50,1,176.3,72.52,23.3,20.3,81.8,35,49.6,48.1,200,68,8.7,11.02,7
6,50,2,156.8,54,21.963504789671,32.1,76.3,33,28.9,22.6,151,11,19.2,13.15,7
6,50,2,158.1,61.3,24.5243064682158,28.6,88,19,21.3,20.5,119,20,-9.7,15.31,7
6,50,2,168.5,68.34,24.0699486655689,29.7,79,43,31.5,35.1,143,28,16.7,14.3,7
6,51,2,160.3,61,23.7390202166944,30.9,82,26,26,23.4,138,21,19.3,15.25,7
6,51,2,164,49.22,18.3001189767995,21.2,70.9,16,24.8,23.8,152,40,20.9,12.9,7
6,51,2,164.4,51.3,18.9807661569609,33.1,78.8,7,19.6,19,101,9,-2,17.26,7
6,52,1,167,67.5,24.2,18.6,80,29,40.5,34.2,158,38,-10,13.81,7
6,52,1,169.9,68.92,23.9,25.5,86.5,31,38.5,36.9,175,30,4.2,12.87,7
6,53,1,154.5,45.2,18.9,17.1,67,21,27.1,27.4,167,38,-10,13.81,7
6,53,1,171.6,79.5,27,28.3,92,28,35.1,36.7,157,34,4.3,12.89,7
6,53,1,173,60.9,20.3,11.1,86,8,44,37.8,166,5,8.5,14.11,7
6,53,1,173,79.16,26.4,26.9,92.6,29,34.6,36.9,172,19,-1.5,13.05,7
6,53,2,152.5,51.7,22.2305831765654,34.1,78,23,21.9,20.5,131,26,21.4,14.3,7
6,53,2,152.9,44.1,18.8635583001581,26.3,73,24,25.7,21.1,117,30,14.5,13.26,7
6,54,2,154.4,58.36,24.4805229670595,40.7,86.2,30,24.8,22.4,125,16,2.2,13.88,7
6,54,2,161,64.5,24.88329925543,37.4,84.5,12,17.5,19.9,102,11,8.5,16.12,7
6,55,1,171.3,83.6,28.5,31.2,101,29,46.9,43.9,161,28,8.8,13.91,8
6,55,2,150.5,56.7,25.0328362821602,39.5,85.2,6,20.8,15.5,151,6,8.6,15.26,8
6,55,2,155.2,42.9,17.8104075884791,18.9,66.8,18,19.7,18.9,151,11,18.1,13.37,8
6,55,2,156.8,57.2,23.2650458142441,28.8,81.5,20,25.6,20.3,128,10,14.2,14.06,8
6,55,2,157.4,50.76,20.4885940368343,16.6,69,23,30.8,26.3,104,21,20,18.08,8
6,55,2,157.5,60.5,24.3890148652053,27.7,81,22,28.8,26.4,108,21,18.2,16.68,8
6,55,2,161.9,53.8,20.525255793139,35.8,72.5,0,20.5,20.2,121,10,19.1,16.97,8
6,55,2,164.7,57.8,21.3078995166646,29.1,78,1,24.8,23.2,110,10,12.1,17.01,8
6,56,1,170.1,74.3,25.6791229421708,29.5,90.2,32,37.5,32,192,32,14,11.86,8
6,56,1,172.9,55.7,18.7,13.3,73,31,47,38.8,171,20,14.7,14.67,8
6,56,1,173.6,76.28,25.3,24,90.1,32,44.9,45.5,193,40,18.7,12.81,8
6,56,2,158.2,62,24.7730073312119,34.6,87,16,26.4,26.8,107,20,19.1,16.09,8
6,56,2,159,53.1,21.0039159843361,24.8,75.2,20,25.3,26.7,151,18,26.1,14.07,8
6,57,1,162.7,62.6,23.6,25.6,82.3,14,35.8,35.8,166,11,-2,13.69,8
6,57,1,163.4,56.14,21,13.4,71.4,44,40.7,41.2,216,76,19.5,10.31,8
6,57,1,176.5,94.7,30.4,29.5,106,28,47,36.7,167,42,4,12.81,8
6,58,1,169.4,64.86,22.60216975254,28.1,84,24,40.9,44.6,180,26,-3.4,12.16,8
6,58,1,170.4,80.74,27.8067072229937,30.1,95.4,32,35.5,36.7,181,34,4.4,12.73,8
6,58,2,158,67.7,27.119051434065,36.8,89,18,26.5,24.4,100,23,13.6,16.28,8
6,59,1,165.5,67.7,24.7168244174478,19.9,87,43,47.4,44.3,169,34,11.8,13.6,8
6,60,1,170,69,23.8754325259516,22.4,79,47,46.3,42.7,189,25,19.2,12.79,9
6,60,1,173.3,69.3,23.0747024345642,13.8,79,32,45.2,49.5,165,42,18.6,12.17,9
6,60,1,175.1,76.8,25.04891550916,23.4,92,35,41,39.5,149,25,10,13.78,9
6,60,2,159,65,25.711008267078,41.5,94,11,30.8,27.2,129,13,13.7,16.41,9
6,61,2,153.4,54.3,23.0753932165993,30.9,83.2,24,24.4,23.9,151,11,13.9,16.84,9
6,61,2,157.9,58.8,23.5837610563921,35.8,80.1,9,29.7,30.6,126,16,10.9,14.61,9
6,61,2,158.5,60.7,24.161848560539,34,82.6,14,24.9,23.3,101,4,15.1,17.15,9
6,62,2,158.3,65.34,26.0745787223616,38.6,87,29,27.1,27,150,39,13.4,13.56,9
6,63,1,173,75.5,25.2,21.1,85.6,42,41.9,50.9,181,61,12,11.84,9
6,63,1,173.1,70,23.3616710403052,23.4,84.2,16,38.2,36,123,16,7.8,13.41,9
6,64,1,171.4,77.98,26.5437082765447,33.8,101.2,31,36,35.6,151,12,-16.5,15.18,9
6,64,2,153.9,66.2,27.9499316239966,41.2,89.6,26,25.6,22.9,78,7,15.8,16.2,9
7,19,2,160.9,47.7,18.4249488485566,28.5,62,22,27.4,25.1,174,20,28.7,11.96,1
7,19,2,173.6,56.3,18.6813799401134,16,70.2,18,23.8,22.4,117,15,-10,15.62,1
7,20,1,178.2,81,25.507601265177,21,83.5,40,36.8,35.1,197,50,15.5,10.92,1
7,20,2,152.2,52.8,22.793164122869,32.5,76.4,31,25.5,22.8,133,22,6.4,12.81,1
7,20,2,153.8,50.9,21.5181589587409,37.3,68.5,0,28.2,25.4,153,15,14.5,13.16,1
7,20,2,157.6,48.1,19.3656754876446,19.5,67.6,36,23.7,24.3,179,28,17.9,12.8,1
7,20,2,157.7,53.4,21.4722655934287,20.5,66,53,24,20.2,164,32,25.6,11.3,1
7,22,1,172.6,70.1,23.5307860558106,18.6,84,67,34.9,37.7,236,44,14.5,9.26,1
7,22,2,163,55.1,20.7384545899356,27,76.9,22,30.3,25.9,116,15,15,13.53,1
7,23,1,175.2,74.9,24.401336502575,20.1,86,45,41.6,41.5,195,55,12.7,10.54,1
7,23,1,176.4,72,23.1385071035217,22.3,85,48,48.9,45.9,236,52,13.8,9.8,1
7,23,2,160,49.3,19.2578125,30.4,72.7,33,25.9,21.6,159,20,0.1,12.33,1
7,24,1,170.8,73.5,25.1948400967482,24.5,89,48,36.8,35.8,218,30,13.7,10.1,1
7,24,1,173.3,58.6,19.5119417412044,9.9,78,63,36.9,35.9,235,52,14.8,9.4,1
7,24,1,174.4,63.7,20.9433654574531,15.5,70,39,28.5,37.1,231,43,8.5,10.53,1
7,24,1,180.5,69.7,21.3933287804728,11.1,76.2,54,51.1,44,267,90,15.1,17.35,1
7,24,1,183.3,85.5,25.4472692401445,18.8,79.7,48,49.8,44.6,223,51,13.2,10.93,1
7,24,1,191,80.1,21.9566349606645,18.4,90,60,58.2,49.9,209,66,13,10.24,1
7,24,2,151,50.7,22.2358668479453,23.8,76.1830474732006,52,30.4,30.1,209,60,20.5,10.48,1
7,24,2,161.2,90.6,34.8656786261845,50,107,18,28.3,23.8,107,8,0.3,16.38,1
7,25,1,165.5,61.3,22.380226540466,14.5,82,54,45.7,40.7,232,85,22.7,9.85,2
7,25,1,178,79.8,25.1862138618861,22.7,86.6667197452229,48,54.6,51.4,247,84,20.5,14.2,2
7,25,2,163.4,83.88,31.4,45.2,103.1,25,24.2,24.5,147,15,13.4,14.23,2
7,25,2,163.7,58.3,21.8,28.3,76.2,33,22.4,26.4,160,31,26.5,12.88,2
7,26,1,174,68.8,22.7242700488836,16.7,78.4214968152866,55,50.9,49.9,229,75,23.5,10.42,2
7,26,1,178.6,78,24.4529744221888,18.9,81.4447452229299,54,42.8,41.8,208,55,9.9,11.06,2
7,26,2,154.2,47.9,20.1,19.4,69.7,44,26.2,25.6,184,35,22.5,12.06,2
7,26,2,156,60.1,24.6959237343853,35.5,82,45,34.3,31.8,170,58,20,11.45,2
7,27,1,168,68.4,24.234693877551,12.6,99,58,51.3,50,249,82,23,9.29,2
7,27,1,184,87,25.6970699432892,11,85,46,63.5,57,264,70,23,9.58,2
7,27,2,168.5,60.36,21.3,33.5,85.1,4,22.1,27.4,101,9,13.6,16.06,2
7,27,2,168.7,55.98,19.7,32.9,75.7,23,11.8,12.5,150,15,14.8,13.9,2
7,28,1,168,71.9,25.4747732426304,15.6,78,64,64,65.3,272,80,30,9.2,2
7,28,2,162.2,54.96,20.9,39,82.5,18,16.4,18.6,129,17,4.4,15.89,2
7,28,2,164.5,61.6,22.764017331695,32.9,80.2,45,37,34.6,194,58,25,11.01,2
7,29,1,175,81.6,26.6448979591837,20.9,84.193152866242,44,53.7,52.7,214,63,16,11.03,2
7,29,1,180,80.9,24.9691358024691,20.1,86,55,54.4,54.1,252,84,17.5,8.91,2
7,29,2,161,52.58,20.3,33.3,76.3,6,11.2,11.2,52,6,-9.7,25.54,2
7,30,1,174,86.6,28.6035143347866,29.6,92,54,51,50.3,223,60,18.1,16.04,3
7,30,1,175.5,79.3,25.7465442650628,18,83.8,51,61,48.5,258,81,20.6,8.57,3
7,30,1,177.2,80,25.4778368297418,13.4,84,55,56.7,53.7,234,82,23.5,9.98,3
7,30,1,183.9,74,21.8810551754461,15.6,84,46,50,44.6,219,43,14.1,10.38,3
7,30,2,160.4,58.76,22.8,28.9,82.1,36,21.1,22.7,142,13,16.8,12.98,3
7,30,2,162,49.6,18.8995579942082,24.6,73.5,56,23.6,22.3,182,30,25,11.69,3
7,30,2,165.2,64.8,23.7,29.5,80.6,31,24.4,24.1,139,31,18.8,12.36,3
7,30,2,165.2,94.8,34.7366754803042,29.5,82.5,31,24.1,24.4,139,31,18.8,12.36,3
7,31,1,171.2,67.7,23.0983601187877,16.9,78.6963375796178,58,54,53,224,87,19.5,10.42,3
7,31,1,172,73.2,24.7431043807464,22.8,88,51,59.2,54.2,214,92,11.5,9.63,3
7,31,1,175.5,69.6,22.5972191784158,17.3,81,47,52.9,49.7,253,66,10.6,18.65,3
7,32,1,172,76.2,25.757166035695,24.1,88.5906050955414,42,58.7,49.6,214,63,10.2,10.62,3
7,33,1,173.4,88.4,29.4004568378678,24.2,102,51,60.4,60.3,215,68,15,10.54,3
7,33,2,161.8,56.3,21.5,29,76.1,17,25.2,24.3,166,16,-5,14.12,3
7,33,2,163,59.7,22.5,29.4,78.6,10,27.2,25.4,137,16,4.2,13.18,3
7,33,2,166.4,61.7,22.3,33,81.4,12,22.9,26.4,152,15,-1,16.48,3
7,34,2,157,58.6,23.8,30,77.4,27,28.7,30,139,23,23.8,13.07,3
7,34,2,158.2,47,18.8,15.6,61.4,17,31.5,31.5,148,21,24,12.98,3
7,35,1,182.6,74.1,22.2237151333603,21.2,84.6054140127388,42,43.1,37.3,199,67,12,10.38,4
7,35,2,156.1,51.5,21.1349596445387,30.4,70.7,19,24.3,27,140,15,2.5,15.4,4
7,36,1,169.6,66,22.9,13.7,78.1,39,44.3,44.6,227,39,13.6,10.75,4
7,36,1,170.2,62.78,21.7,14.5,78.6,52,45.2,42.4,185,42,23.5,12.76,4
7,36,1,171,64.6,22.0922677063028,21.4,84.88025477707,55,64.6,62.4,255,78,16.3,10.94,4
7,36,1,178.2,78.8,24.8,23.5,92.3,45,44.6,38,224,45,12.7,10.47,4
7,36,2,157.8,51.58,20.7,16.3,67.5,49,28,32.3,192,35,30.6,11.72,4
7,36,2,170.1,67.1,23.1907018764423,21.4,77,46,40.3,32.8,196,43,23,11.81,4
7,37,1,164.8,78.96,29.1,24.7,90,55,45.8,55.5,227,39,23.4,10.09,4
7,37,1,164.8,79.28,29.2,25,90.6,59,46.4,53.9,226,44,24.9,9.8,4
7,37,1,173,73,24.3910588392529,18,90,50,59.5,58,235,75,22,10.14,4
7,37,1,175.9,63.08,20.4,26,85.6,46,31.7,42.7,188,44,13.4,11.18,4
7,37,2,157,58,23.5,29,79.6,36,26.6,28.2,186,35,13.8,11.31,4
7,37,2,158.7,52.72,20.9,26.6,71.7,21,28.8,27.6,158,17,5.2,12.78,4
7,37,2,161.7,65.98,25.2,25.4,82.3,30,31.6,33,182,14,16.3,11.89,4
7,37,2,175.9,66.52,21.5,27.6,84.1,34,30.2,34.1,167,26,25,12.58,4
7,38,2,166.7,62.64,22.5,33.3,81.9,19,20.5,22.7,136,16,16.8,14.27,4
7,39,2,161.6,62.5,23.9330090187237,39,90.2,19,19.5,22,154,10,9.5,12.76,4
7,40,1,172,67.28,22.7,14.6,76.8,62,45.2,45.7,222,85,23.2,10.24,5
7,40,1,183.3,82,24.4055681601386,23.4,87.6286624203822,27,44.3,39.3,184,29,-9.8,11.84,5
7,40,1,183.3,82.04,24.4,23.4,91,27,39.3,44.3,184,29,-9.8,11.86,5
7,41,1,166.7,72,25.9,25.1,87.6,33,43.1,42.6,179,39,3.2,13.89,5
7,41,1,174.9,69.98,22.9,19.8,83.1,39,40,44.2,202,40,12.1,11.44,5
7,41,2,153.5,53.6,22.7482519708432,31.2,75.7,21,26.4,22.6,151,15,22.5,15.13,5
7,42,1,183.4,90.68,27,33.1,106,34,40.3,38.1,193,26,11,12.2,5
7,42,2,158.1,55.2,22.0838779289643,33.7,81.7,16,28.5,25.9,129,14,-2.7,16.28,5
7,42,2,162.7,50.1,18.9261649130058,18,68.8,42,31.7,29.1,189,35,27.2,11.4,5
7,43,1,169.1,73.3,25.6,19.5,79.2,54,43.6,39.6,207,40,10.5,10.25,5
7,43,1,173.6,66.18,22,15.1,78.7,45,45.5,49.9,200,52,18.3,10.45,5
7,43,2,159.1,62.8,24.809572702517,33.1,92.6,30,24.3,27,162,23,18,13.6,5
7,44,1,176.7,78.5,25.1418110238995,18.8,92,20,38.4,34.8,191,31,2.1,11.71,5
7,44,2,154.2,50.9,21.4066660947007,32.3,76,28,20.6,18.9,170,16,13,13.42,5
