"주택의종류","전용면적","입주형태","연령","혼인상태","주된활동상태","직업","연간소득","연간경상소득","가중치(weight)"
2,17,1,47,2,1,8,4412,3988,1502
2,17,1,47,2,3,8,1860,1845,2114
2,17,1,47,2,3,8,2333,2259,1067
2,17,1,47,3,4,,2579,2427,832
2,17,1,49,2,1,2,5925,5893,2114
2,17,1,49,2,1,5,5996,5808,757
2,17,1,49,2,1,7,3343,3318,2114
2,17,1,49,2,3,2,4341,4167,1067
2,17,1,49,2,3,4,3098,2926,1067
2,17,1,49,4,6,,843,821,1502
2,17,1,50,2,1,0,4314,4140,2114
2,17,1,51,2,1,8,3535,3511,1067
2,17,1,51,2,3,8,2816,2807,1502
2,17,1,52,2,1,9,1990,1927,2114
2,17,1,53,2,1,9,2641,2568,1067
2,17,1,53,3,1,2,5194,4722,832
2,17,1,53,3,1,9,1422,992,2498
2,17,1,54,4,1,9,1015,1013,3520
2,17,1,55,2,3,7,1659,1647,1067
2,17,1,59,2,1,7,2747,2658,1502
2,17,1,60,2,1,9,2608,2589,2114
2,17,1,61,2,1,7,5257,5086,2114
2,17,1,61,3,4,,708,574,3684
2,17,1,67,2,6,,1110,1061,1067
2,17,1,69,3,4,,722,596,1900
2,17,1,74,2,6,,924,658,832
2,17,1,79,2,6,,1966,1903,1067
2,17,2,25,1,1,3,5887,5725,2114
2,17,2,26,1,1,3,2221,2172,2498
2,17,2,29,2,3,9,2217,2205,1067
2,17,2,30,2,1,1,4465,4346,832
2,17,2,30,2,1,3,3609,3559,2114
2,17,2,31,2,1,2,2717,2670,1502
2,17,2,31,2,1,7,1817,1681,1067
2,17,2,32,2,1,4,3749,3718,1067
2,17,2,33,2,1,1,4485,4209,2114
2,17,2,33,2,1,4,3268,3250,1067
2,17,2,34,2,1,3,5973,5018,1067
2,17,2,34,2,1,4,4542,4332,832
2,17,2,36,2,1,1,5229,4609,2114
2,17,2,36,2,2,4,4514,4429,832
2,17,2,37,2,1,3,4946,4706,1019
2,17,2,37,2,1,3,5351,5314,2114
2,17,2,38,2,3,5,2102,2084,1019
2,17,2,39,2,1,3,3389,3206,1019
2,17,2,40,4,4,,1163,1055,757
2,17,2,46,4,4,,870,858,3684
2,17,2,47,2,1,9,1955,1952,757
2,17,2,61,2,4,,653,648,1502
2,17,2,71,2,6,,1984,1669,1067
2,17,3,26,2,3,5,2216,2133,1067
2,17,3,29,2,2,4,3337,3289,2114
2,17,3,31,2,3,2,1674,1655,757
2,17,3,31,2,3,5,2597,2231,1067
2,17,3,32,2,1,2,3957,3630,2114
2,17,3,34,2,1,3,3869,3680,1067
2,17,3,34,2,1,3,6014,5018,1067
2,17,3,34,2,1,7,3102,2780,1067
2,17,3,40,2,1,7,4699,4650,1067
2,17,3,40,2,3,4,2617,2586,1067
2,17,3,40,2,3,5,4511,4492,1067
2,17,3,41,2,1,3,5068,4934,757
2,17,3,42,1,3,1,1670,1558,1067
2,17,3,47,4,1,2,4325,4297,1067
2,17,3,49,2,2,7,3170,3079,1067
2,17,3,63,2,3,6,2246,1776,960
2,17,3,64,2,3,4,2602,2333,1067
2,17,5,32,2,4,,2650,2618,1502
2,17,5,33,2,1,0,3458,3282,1067
2,17,5,53,2,1,0,2470,2445,1900
2,17,5,69,2,6,,1065,1038,1019
2,18,1,22,1,1,2,3334,3213,1067
2,18,1,24,1,3,2,674,655,1487
2,18,1,26,2,1,2,774,556,1067
2,18,1,27,1,1,3,10065,5899,2114
2,18,1,27,2,1,8,2928,2872,1343
2,18,1,28,2,1,1,3923,3821,757
2,18,1,28,2,1,3,5032,4987,1067
2,18,1,28,2,1,4,6811,6753,1487
2,18,1,29,2,1,1,6356,6320,2114
2,18,1,29,2,1,2,3449,2220,757
2,18,1,29,2,1,3,2357,2304,757
2,18,1,29,2,1,3,5061,4832,1343
2,18,1,29,2,1,7,4160,4000,796
2,18,1,29,2,3,5,1464,1267,1203
2,18,1,30,2,1,2,2084,1660,2114
2,18,1,30,2,1,2,3372,3036,832
2,18,1,30,2,1,2,3520,3314,796
2,18,1,30,2,1,3,4215,3820,1067
2,18,1,30,2,1,3,7413,7271,1067
2,18,1,30,2,1,8,2643,2459,1487
2,18,1,30,2,1,8,4683,4237,796
2,18,1,30,2,2,3,2174,2040,1067
2,18,1,30,2,3,2,2093,2093,1019
2,18,1,30,2,6,,1288,1270,1067
2,18,1,31,2,1,1,5294,5110,1487
2,18,1,31,2,1,2,4618,4359,832
2,18,1,31,2,1,3,5511,5278,1067
2,18,1,31,2,1,4,3610,3467,1067
2,18,1,31,2,1,4,5500,5500,796
2,18,1,31,2,1,8,1785,1777,1019
2,18,1,31,2,1,8,3334,3279,1067
2,18,1,31,2,1,8,7734,6531,1067
2,18,1,31,2,3,3,2420,2176,1203
2,18,1,31,2,4,,2639,2511,1067
2,18,1,32,2,1,1,2119,2036,1067
2,18,1,32,2,1,1,2796,2749,1067
2,18,1,32,2,1,3,3724,3588,1019
2,18,1,32,2,1,3,3931,3897,1067
2,18,1,32,2,1,3,6882,5717,1343
2,18,1,32,2,1,5,2617,2534,1019
2,18,1,32,2,1,7,1885,1865,1067
2,18,1,32,2,3,2,2718,2244,1067
2,18,1,32,2,3,8,950,879,1019
2,18,1,33,2,1,2,3265,3157,1019
2,18,1,33,2,1,2,3572,3374,1067
2,18,1,33,2,1,2,3845,3830,1067
2,18,1,33,2,1,3,5483,5247,1067
2,18,1,33,2,1,8,2000,2000,757
2,18,1,33,2,1,8,3392,3124,1019
2,18,1,33,2,1,8,4818,4344,1487
2,18,1,33,2,3,8,3008,3008,1343
2,18,1,33,2,3,8,3275,3224,1067
2,18,1,33,2,3,8,3520,3466,1019
2,18,1,34,1,1,9,1002,617,1067
2,18,1,34,2,1,1,3854,3701,1019
2,18,1,34,2,1,1,4572,4427,1203
2,18,1,34,2,1,2,6028,5858,832
2,18,1,34,2,1,3,3219,2983,1067
2,18,1,34,2,1,3,3607,3527,2114
2,18,1,34,2,1,3,4398,4336,1067
2,18,1,34,2,1,3,4511,4292,3501
2,18,1,34,2,1,3,4997,4789,1502
2,18,1,34,2,1,3,5285,4870,1019
2,18,1,34,2,1,7,2424,2341,1067
2,18,1,34,2,1,7,3072,3030,1019
2,18,1,34,2,1,8,2845,2756,1487
2,18,1,34,2,2,5,3978,3808,1067
2,18,1,34,2,2,8,2676,2620,1019
2,18,1,34,2,3,7,5210,5188,960
2,18,1,34,2,4,,3203,2950,832
2,18,1,35,1,1,1,3763,2973,2114
2,18,1,35,1,1,3,3466,3304,3642
2,18,1,35,2,1,0,5344,4832,1502
2,18,1,35,2,1,1,4291,3976,796
2,18,1,35,2,1,1,4300,4259,1203
2,18,1,35,2,1,1,4425,4307,1019
2,18,1,35,2,1,1,6132,6028,1487
2,18,1,35,2,1,2,3379,3253,1487
2,18,1,35,2,1,2,3695,3626,3501
2,18,1,35,2,1,2,3704,3254,1502
2,18,1,35,2,1,2,4435,4165,2114
2,18,1,35,2,1,2,5342,5063,796
2,18,1,35,2,1,2,8746,7783,1019
2,18,1,35,2,1,2,934,883,757
2,18,1,35,2,1,3,2008,1916,1019
2,18,1,35,2,1,3,3380,2959,832
2,18,1,35,2,1,3,4290,4290,757
2,18,1,35,2,1,3,4640,3973,1502
2,18,1,35,2,1,3,5002,4522,832
2,18,1,35,2,1,3,6176,6047,1067
2,18,1,35,2,1,4,4004,3792,1487
2,18,1,35,2,1,4,4803,4410,832
2,18,1,35,2,1,7,2569,2552,757
2,18,1,35,2,1,7,3344,3341,1067
2,18,1,35,2,1,8,2241,2135,1067
2,18,1,35,2,1,8,3244,3145,1067
2,18,1,35,2,1,8,3508,3367,1203
2,18,1,35,2,1,8,4036,3992,3501
2,18,1,35,2,1,8,6200,5667,1067
2,18,1,35,2,2,5,5244,5062,1019
2,18,1,35,2,3,7,112,0,3501
2,18,1,35,4,1,1,2897,2791,832
2,18,1,36,1,1,3,2094,1906,3684
2,18,1,36,1,1,7,2982,2863,1343
2,18,1,36,2,1,2,4543,3986,796
2,18,1,36,2,1,3,4027,3800,1019
2,18,1,36,2,1,3,4571,4442,1019
2,18,1,36,2,1,7,3300,3277,1487
2,18,1,36,2,1,8,2995,2906,1067
2,18,1,36,2,1,8,4150,3696,1067
2,18,1,36,2,1,9,2237,2164,1203
2,18,1,36,2,3,3,2117,2088,1019
2,18,1,36,2,3,4,1763,1631,832
2,18,1,36,2,3,5,2367,2291,1019
2,18,1,36,2,3,5,3400,3216,1067
2,18,1,36,2,3,7,3841,3396,1203
2,18,1,36,4,3,4,1808,1752,3501
2,18,1,37,1,1,2,8080,7611,757
2,18,1,37,2,1,2,4910,4818,1019
2,18,1,37,2,1,3,2569,2559,757
2,18,1,37,2,1,3,3759,3650,832
2,18,1,37,2,1,3,5614,5348,3501
2,18,1,37,2,1,4,4564,4541,1502
2,18,1,37,2,1,5,3415,3356,1487
2,18,1,37,2,1,7,1609,1564,1019
2,18,1,37,2,1,7,2057,2047,3501
2,18,1,37,2,1,7,2212,2030,832
2,18,1,37,2,1,8,2767,2584,1487
2,18,1,37,2,1,8,3080,3032,1487
2,18,1,37,2,1,8,4074,3841,796
2,18,1,37,2,2,3,2442,2310,1067
2,18,1,37,2,2,3,2970,2862,1067
2,18,1,37,2,2,5,4225,4105,1019
2,18,1,37,2,2,7,4409,4335,1343
2,18,1,37,2,3,5,3459,3413,1067
2,18,1,37,2,3,5,9065,9001,2114
2,18,1,37,2,3,7,2369,2362,1067
2,18,1,37,2,3,7,3165,3068,1067
2,18,1,37,2,4,,2453,2420,1067
2,18,1,37,2,4,,2813,2736,1067
2,18,1,37,2,4,,3178,3169,1067
2,18,1,37,2,4,,4689,4539,1343
2,18,1,37,2,6,,1787,1705,796
2,18,1,37,3,3,4,3214,2811,796
2,18,1,38,2,1,1,4278,3866,1343
2,18,1,38,2,1,3,3639,3527,1487
2,18,1,38,2,1,3,4266,4208,1487
2,18,1,38,2,1,3,5358,5286,1487
2,18,1,38,2,1,3,764,763,1502
2,18,1,38,2,1,4,3473,3369,1502
2,18,1,38,2,1,4,5286,5140,1343
2,18,1,38,2,1,4,5905,5842,1067
2,18,1,38,2,1,7,2151,2136,1487
2,18,1,38,2,1,8,1482,1456,757
2,18,1,38,2,1,8,3229,3188,1502
2,18,1,38,2,2,0,4012,3963,1019
2,18,1,38,2,2,2,2382,2320,1502
2,18,1,38,2,3,2,2743,2612,2114
2,18,1,38,2,3,4,5477,5364,2114
2,18,1,38,2,4,,3510,3465,1067
2,18,1,38,2,4,,4117,4117,1487
2,18,1,39,2,1,2,6494,6472,1067
2,18,1,39,2,1,3,3344,3289,1067
2,18,1,39,2,1,3,3630,3618,1502
2,18,1,39,2,1,3,4012,3989,1019
2,18,1,39,2,1,3,4224,4063,832
2,18,1,39,2,1,3,4322,4277,2114
2,18,1,39,2,1,3,7252,7010,832
2,18,1,39,2,1,4,6611,6245,1487
2,18,1,39,2,1,5,4788,4187,3501
2,18,1,39,2,1,8,2173,2115,1067
2,18,1,39,2,3,2,2851,2743,832
2,18,1,39,2,3,8,2500,2350,832
2,18,1,39,2,4,,6030,5766,2114
2,18,1,39,2,6,,1171,1139,1502
2,18,1,40,1,1,8,2695,2362,757
2,18,1,40,2,1,3,1618,1577,1502
2,18,1,40,2,1,3,2785,2720,1487
2,18,1,40,2,1,3,3493,3382,1019
2,18,1,40,2,1,3,3771,3676,1502
2,18,1,40,2,1,3,4096,3891,1067
2,18,1,40,2,1,3,5765,5749,1502
2,18,1,40,2,1,5,3767,3706,1203
2,18,1,40,2,1,7,2316,2303,1502
2,18,1,40,2,1,7,4340,4055,1487
2,18,1,40,2,2,5,274,253,1067
2,18,1,40,2,2,7,2428,2376,1067
2,18,1,40,2,3,4,1572,1562,1067
2,18,1,40,2,6,,3250,3218,832
2,18,1,40,2,6,,4104,3449,1067
2,18,1,40,4,1,4,2321,2287,1067
2,18,1,40,4,1,7,1900,1849,3520
2,18,1,41,2,1,0,5240,4947,1343
2,18,1,41,2,1,0,6096,5782,1067
2,18,1,41,2,1,2,4259,3678,2114
2,18,1,41,2,1,2,5291,5247,3501
2,18,1,41,2,1,2,5897,5673,1487
2,18,1,41,2,1,3,3846,3764,832
2,18,1,41,2,1,3,4046,4014,796
2,18,1,41,2,1,3,5277,5004,1019
2,18,1,41,2,1,7,7138,6748,832
2,18,1,41,2,1,9,4395,3844,1203
2,18,1,41,2,2,5,5347,5099,796
2,18,1,41,2,3,2,4457,4424,796
2,18,1,41,2,3,8,3355,3228,1487
2,18,1,42,2,1,0,8832,8297,3501
2,18,1,42,2,1,1,3269,3202,2114
2,18,1,42,2,1,1,3885,3658,1203
2,18,1,42,2,1,1,7411,7359,1067
2,18,1,42,2,1,2,5875,5783,2114
2,18,1,42,2,1,3,1687,1554,1487
2,18,1,42,2,1,3,4207,3942,832
2,18,1,42,2,1,3,5767,5671,1067
2,18,1,42,2,1,7,2329,2238,1019
2,18,1,42,2,1,7,3064,3003,1067
2,18,1,42,2,1,7,3778,3723,1487
2,18,1,42,2,1,7,4496,4358,1502
2,18,1,42,2,1,7,5342,5237,796
2,18,1,42,2,1,8,2921,2736,1019
2,18,1,42,2,1,8,3358,3232,1019
2,18,1,42,2,2,7,3207,3140,1067
2,18,1,42,2,3,7,4254,4019,1019
2,18,1,42,2,3,8,2666,1529,3501
2,18,1,42,3,1,8,3959,3926,1343
2,18,1,42,4,1,4,1263,1250,1067
2,18,1,42,4,3,5,3739,3681,1067
2,18,1,43,2,1,1,4905,4897,757
2,18,1,43,2,1,2,4695,4405,1067
2,18,1,43,2,1,2,4770,4583,1067
2,18,1,43,2,1,2,4785,4671,2114
2,18,1,43,2,1,2,5608,5558,1067
2,18,1,43,2,1,2,5764,5750,1019
2,18,1,43,2,1,3,4152,4088,1067
2,18,1,43,2,1,4,1969,1915,1067
2,18,1,43,2,1,4,3487,3459,1487
2,18,1,43,2,1,7,1612,1563,1067
2,18,1,43,2,1,7,2783,2769,1343
2,18,1,43,2,1,8,2882,2839,757
2,18,1,43,2,1,8,2973,2949,1343
2,18,1,43,2,1,8,3592,3440,832
2,18,1,43,2,1,8,4534,3397,1019
2,18,1,43,2,1,8,4999,4673,1067
2,18,1,43,2,2,3,11391,11127,1487
2,18,1,43,2,3,8,2802,2783,1067
2,18,1,43,2,3,8,3254,3235,757
2,18,1,43,2,3,8,3458,3356,1067
2,18,1,43,2,3,8,4338,4273,1019
2,18,1,43,2,4,,2111,2102,1502
2,18,1,43,3,1,8,1347,1285,1067
2,18,1,43,3,1,8,1378,1368,1487
2,18,1,44,2,1,0,4027,3800,1067
2,18,1,44,2,1,0,4912,4802,1343
2,18,1,44,2,1,1,2179,2116,1067
2,18,1,44,2,1,2,4773,4682,2114
2,18,1,44,2,1,3,3714,3704,1502
2,18,1,44,2,1,3,4216,4147,2114
2,18,1,44,2,1,3,4419,4250,1487
2,18,1,44,2,1,3,5957,5793,1067
2,18,1,44,2,1,4,3125,3069,1502
2,18,1,44,2,1,4,4381,4305,1067
2,18,1,44,2,1,4,7814,7798,3501
2,18,1,44,2,1,7,3073,3048,1203
2,18,1,44,2,1,7,3623,3619,1502
2,18,1,44,2,1,7,8832,8297,3501
2,18,1,44,2,1,8,6486,6421,796
2,18,1,44,2,1,8,7477,7422,796
2,18,1,44,2,1,9,2955,2917,1019
2,18,1,44,2,1,9,4214,4183,2114
2,18,1,44,2,2,0,5829,5517,1067
2,18,1,44,2,2,7,3160,2922,1067
2,18,1,44,2,3,7,3196,3068,1502
2,18,1,44,2,4,,1093,1090,1067
2,18,1,44,2,4,,4328,4273,1203
2,18,1,45,2,1,1,6406,5992,1067
2,18,1,45,2,1,1,8437,8350,1019
2,18,1,45,2,1,3,4257,4151,1067
2,18,1,45,2,1,3,4409,4317,1019
2,18,1,45,2,1,5,4355,4301,757
2,18,1,45,2,1,7,2130,2103,1067
2,18,1,45,2,1,7,3320,3050,1067
2,18,1,45,2,1,8,3714,3598,1067
2,18,1,45,2,1,8,4188,3994,3501
2,18,1,45,2,1,8,4224,4050,1019
2,18,1,45,2,1,9,3987,3829,3501
2,18,1,45,2,2,0,1939,1891,1067
2,18,1,45,2,2,0,2978,2630,1067
2,18,1,45,2,2,0,4255,4125,1343
2,18,1,45,2,2,4,4804,4667,1343
2,18,1,45,2,2,7,2773,2721,1067
2,18,1,45,2,2,7,3146,3030,1067
2,18,1,45,2,2,7,4377,4340,796
2,18,1,45,2,3,5,4257,4034,1343
2,18,1,45,2,3,7,3279,3232,757
2,18,1,45,2,3,8,3449,3370,1067
2,18,1,45,2,3,8,5289,5178,832
2,18,1,46,2,1,1,3626,3589,757
2,18,1,46,2,1,1,5654,5468,2114
2,18,1,46,2,1,2,3553,3260,796
2,18,1,46,2,1,2,4547,4532,2114
2,18,1,46,2,1,2,5041,4836,1067
2,18,1,46,2,1,2,5420,5066,1487
2,18,1,46,2,1,3,4757,4731,1502
2,18,1,46,2,1,3,5281,5169,1502
2,18,1,46,2,1,3,5560,5355,1487
2,18,1,46,2,1,5,1625,1612,1343
2,18,1,46,2,1,7,5451,5352,1067
2,18,1,46,2,1,8,2925,2892,796
2,18,1,46,2,1,8,3044,2759,1067
2,18,1,46,2,1,8,3291,2920,1067
2,18,1,46,2,2,0,3292,3192,1067
2,18,1,46,2,2,2,7599,6690,1067
2,18,1,46,2,2,7,4216,4105,796
2,18,1,46,2,3,4,2368,2298,3827
2,18,1,46,2,3,5,1979,1839,1343
2,18,1,46,2,3,5,4529,4469,1067
2,18,1,46,2,3,7,3119,3012,1487
2,18,1,46,2,6,,2419,2167,832
2,18,1,47,2,1,1,4888,4865,832
2,18,1,47,2,1,1,5661,5567,1067
2,18,1,47,2,1,3,4491,4448,1203
2,18,1,47,2,1,3,5271,5147,832
2,18,1,47,2,1,3,5936,5845,2114
2,18,1,47,2,1,7,3482,3167,2114
2,18,1,47,2,1,8,3247,3188,796
2,18,1,47,2,1,8,3344,2883,832
2,18,1,47,2,1,8,4012,3956,1067
2,18,1,47,2,2,3,5090,4838,1067
2,18,1,47,2,3,2,1464,1267,3501
2,18,1,47,2,3,3,3150,3096,1203
2,18,1,47,2,3,4,3264,3263,1487
2,18,1,47,2,3,5,1718,1448,1487
2,18,1,47,2,3,5,3039,2933,2114
2,18,1,47,2,3,7,3433,3411,757
2,18,1,47,2,3,7,5252,5075,1343
2,18,1,47,2,3,8,4625,4530,832
2,18,1,47,2,6,,520,518,796
2,18,1,47,3,1,3,2708,2497,796
2,18,1,47,3,2,4,3092,3008,3684
2,18,1,47,4,1,8,3499,3259,1067
2,18,1,48,2,1,0,2000,2000,757
2,18,1,48,2,1,3,5114,5066,1502
2,18,1,48,2,1,7,10475,10127,1487
2,18,1,48,2,1,7,4636,3259,757
2,18,1,48,2,1,8,3046,3046,3501
2,18,1,48,2,1,8,3402,3326,1502
2,18,1,48,2,1,9,1440,1394,832
2,18,1,48,2,1,9,1662,1616,1203
2,18,1,48,2,3,7,3753,3673,1203
2,18,1,48,3,1,2,3447,2586,1067
2,18,1,49,1,1,2,4921,4869,2498
2,18,1,49,2,1,1,2845,2756,1487
2,18,1,49,2,1,3,2879,2797,1502
2,18,1,49,2,1,7,11146,9788,796
2,18,1,49,2,1,7,3857,3788,1067
2,18,1,49,2,1,7,4183,4073,796
2,18,1,49,2,1,7,4287,4196,1067
2,18,1,49,2,1,8,5115,4970,796
2,18,1,49,2,1,9,3609,3469,1067
2,18,1,49,2,3,5,3089,3016,3501
2,18,1,49,3,1,7,3707,3603,1067
2,18,1,49,3,1,8,1120,1083,1487
2,18,1,49,3,3,7,3129,2916,1487
2,18,1,49,3,4,,628,584,1203
2,18,1,50,2,1,1,5576,5068,832
2,18,1,50,2,1,9,2851,2755,3501
2,18,1,50,2,2,2,4266,4022,2114
2,18,1,50,2,2,7,3168,3130,1067
2,18,1,50,2,3,4,3199,3120,1343
2,18,1,50,2,3,8,9832,9542,1067
2,18,1,50,3,4,,4415,4343,1067
2,18,1,50,4,1,8,1816,1809,2979
2,18,1,51,2,1,8,2664,2656,832
2,18,1,51,2,1,A,8730,8352,1067
2,18,1,51,2,3,8,2311,2246,1019
2,18,1,51,2,3,8,4195,4112,2114
2,18,1,51,3,1,9,944,850,1019
2,18,1,51,4,1,5,3275,3274,757
2,18,1,52,2,1,3,3831,3786,3501
2,18,1,52,2,1,4,4005,3720,2114
2,18,1,52,2,1,8,1629,1621,3501
2,18,1,52,2,3,5,3545,3543,3501
2,18,1,52,2,3,5,3760,3733,1502
2,18,1,52,2,3,8,4411,4221,1487
2,18,1,52,2,6,,1308,1105,796
2,18,1,52,4,3,8,1945,1945,6544
2,18,1,53,1,1,3,2848,2844,1502
2,18,1,53,2,1,2,6051,5982,832
2,18,1,53,2,1,7,3106,3049,1067
2,18,1,53,2,1,7,3339,3306,1067
2,18,1,53,2,1,7,3614,3461,1487
2,18,1,53,2,1,7,3902,3555,832
2,18,1,53,2,1,8,4173,4111,1067
2,18,1,53,2,1,8,7610,7555,796
2,18,1,53,2,3,8,5494,4439,1487
2,18,1,53,3,3,8,4765,4741,796
2,18,1,54,2,1,4,2385,2109,1487
2,18,1,54,2,1,7,2913,2830,3501
2,18,1,54,2,1,8,2499,2491,1343
2,18,1,54,2,1,8,9793,8897,796
2,18,1,54,2,1,9,4635,4352,3501
2,18,1,54,2,1,9,4698,4659,1343
2,18,1,54,3,1,4,1752,1649,832
2,18,1,55,1,1,9,1941,1747,1343
2,18,1,55,2,1,7,3332,3289,757
2,18,1,55,2,1,8,5586,5189,757
2,18,1,55,2,1,9,3816,2988,1019
2,18,1,55,2,1,9,935,846,2114
2,18,1,55,2,3,5,4012,3961,2114
2,18,1,55,2,3,8,7134,3246,3501
2,18,1,55,3,1,8,2524,2299,1487
2,18,1,56,2,1,7,1019,965,1067
2,18,1,56,2,1,7,4153,3968,1067
2,18,1,56,2,1,9,3906,3885,1343
2,18,1,56,2,3,7,2166,2014,796
2,18,1,56,2,3,7,3770,3725,1487
2,18,1,56,3,1,8,3266,2582,1067
2,18,1,57,2,1,2,19793,10636,2114
2,18,1,57,2,1,9,2072,1974,1067
2,18,1,57,2,2,4,6066,5946,1067
2,18,1,57,2,3,4,3815,3760,1067
2,18,1,57,2,3,5,3262,3256,3501
2,18,1,57,2,3,5,5019,5019,1502
2,18,1,57,4,3,7,3185,3093,4215
2,18,1,58,2,1,7,3157,3149,1502
2,18,1,58,2,3,7,714,711,1019
2,18,1,58,3,4,,2237,1107,8036
2,18,1,59,2,2,7,2384,2176,1203
2,18,1,59,2,3,5,700,700,2114
2,18,1,60,2,1,0,6719,6710,2114
2,18,1,60,2,1,9,2936,2910,3501
2,18,1,60,3,6,,993,934,3642
2,18,1,61,2,1,7,2102,2096,1019
2,18,1,61,2,1,8,4183,4069,1067
2,18,1,62,2,1,3,1929,1706,1067
2,18,1,62,2,1,3,2803,2686,1019
2,18,1,62,2,4,,2735,2668,1502
2,18,1,62,3,1,4,1511,1511,2114
2,18,1,62,3,1,4,789,611,1067
2,18,1,63,2,1,9,1516,1423,1067
2,18,1,63,2,1,9,2364,2332,796
2,18,1,63,2,3,8,1268,1115,1487
2,18,1,63,2,6,,3966,3926,832
2,18,1,63,2,6,,692,649,796
2,18,1,63,2,6,,843,670,1487
2,18,1,64,2,1,4,2653,2630,1067
2,18,1,64,2,1,9,1509,1353,796
2,18,1,64,2,3,2,1883,1866,832
2,18,1,64,2,6,,1380,1160,3501
2,18,1,64,2,6,,619,433,796
2,18,1,64,3,1,9,2422,1925,1487
2,18,1,65,2,1,9,1989,1674,796
2,18,1,65,2,3,9,1666,1520,832
2,18,1,66,2,1,9,1554,1474,2498
2,18,1,66,2,1,9,4660,4236,1067
2,18,1,66,3,4,,932,823,1900
2,18,1,67,2,1,3,2379,2332,2114
2,18,1,67,2,3,4,1629,1408,832
2,18,1,67,3,4,,812,784,796
2,18,1,68,2,6,,1219,884,1343
2,18,1,68,2,6,,1464,1389,1067
2,18,1,68,2,6,,541,412,1203
2,18,1,68,2,6,,919,907,3684
2,18,1,69,2,6,,959,380,1067
2,18,1,69,3,6,,1394,1203,1487
2,18,1,70,2,1,4,973,768,1019
2,18,1,70,2,6,,2996,2917,832
2,18,1,71,2,1,9,3334,3312,3501
2,18,1,71,2,1,9,765,729,757
2,18,1,71,2,3,5,2415,2406,1019
2,18,1,71,2,6,,1040,1035,1067
2,18,1,72,2,6,,2831,2714,796
2,18,1,73,2,6,,1043,875,1502
2,18,1,73,2,6,,1468,1309,1067
2,18,1,74,2,6,,1881,1827,1487
2,18,1,74,2,6,,2195,2168,1067
2,18,1,74,2,6,,3051,2919,1067
2,18,1,74,3,4,,531,501,2979
2,18,1,75,2,4,,1155,1056,1019
2,18,1,75,2,6,,1191,1005,832
2,18,1,75,3,4,,634,610,3684
2,18,1,76,2,6,,1638,1504,1487
2,18,1,76,3,6,,1889,1656,3827
2,18,1,78,3,4,,480,475,3684
2,18,1,80,3,4,,314,78,6544
2,18,1,81,2,6,,2813,2705,1019
2,18,1,87,2,6,,1767,1753,1067
2,18,1,89,3,4,,2286,1276,2979
2,18,2,19,1,5,,2038,2029,3684
2,18,2,23,1,3,2,1391,1380,1019
2,18,2,24,1,1,8,2531,2418,1203
2,18,2,24,2,1,3,6648,6375,1019
2,18,2,24,2,1,8,1716,1441,1019
2,18,2,28,2,1,3,2649,2449,1502
2,18,2,28,2,1,8,3049,2905,3501
2,18,2,29,2,1,1,6171,5831,2114
2,18,2,29,2,1,2,3687,3567,1067
2,18,2,29,2,1,2,5040,5011,1019
2,18,2,29,2,1,3,5088,5026,1067
2,18,2,29,2,1,3,5666,5425,1019
2,18,2,29,2,1,7,1876,1856,2114
2,18,2,29,2,4,,1072,1072,1067
2,18,2,30,1,6,,1416,1329,6544
2,18,2,30,2,1,1,5121,4830,1067
2,18,2,30,2,1,3,5501,4692,1067
2,18,2,30,2,1,8,4243,2949,1019
2,18,2,30,2,3,8,4228,3871,1019
2,18,2,31,2,1,1,2087,1823,1343
2,18,2,31,2,1,1,5220,4996,757
2,18,2,31,2,1,3,3000,2799,1019
2,18,2,31,2,1,3,7963,7667,1067
2,18,2,31,2,1,3,847,737,1067
2,18,2,31,2,1,9,4202,4076,1019
2,18,2,31,2,2,0,9600,9600,2114
2,18,2,32,1,6,,12,10,1019
2,18,2,32,2,1,1,4953,4610,1487
2,18,2,32,2,1,2,4662,4194,1067
2,18,2,32,2,1,3,3290,2937,1019
2,18,2,32,2,1,8,2760,2538,757
2,18,2,32,2,3,4,3090,2930,1067
2,18,2,32,2,6,,4364,4320,796
2,18,2,33,2,1,2,5441,4886,2114
2,18,2,33,2,1,2,5595,5351,1067
2,18,2,33,2,1,3,3217,3103,796
2,18,2,33,2,1,7,4647,4385,832
2,18,2,33,2,1,8,2798,2674,1019
2,18,2,33,2,3,0,3910,3853,1343
2,18,2,33,2,4,,3520,3387,1067
2,18,2,34,2,1,1,4172,3994,832
2,18,2,34,2,1,3,4357,4102,1203
2,18,2,34,2,1,3,4396,4201,2114
2,18,2,34,2,1,7,4684,4665,1487
2,18,2,34,2,1,9,4025,3992,1067
2,18,2,34,2,2,7,2141,2120,1502
2,18,2,34,4,1,3,4829,4617,1067
2,18,2,35,2,1,0,4183,3923,832
2,18,2,35,2,1,2,2766,2599,1019
2,18,2,35,2,1,2,6888,6562,1502
2,18,2,35,2,1,3,2358,1744,2114
2,18,2,35,2,1,3,4708,4708,3501
2,18,2,35,2,1,5,4649,4612,1067
2,18,2,35,2,1,7,2994,2913,1019
2,18,2,35,2,1,7,3197,3177,1067
2,18,2,35,2,3,1,4080,4059,1019
2,18,2,35,2,3,2,2209,2166,757
2,18,2,36,2,1,1,3662,3602,1067
2,18,2,36,2,1,1,4184,3112,1343
2,18,2,36,2,1,2,4422,3778,1019
