"주택의종류","전용면적","입주형태","연령","혼인상태","주된활동상태","직업","연간소득","연간경상소득","가중치(weight)"
1,10,1,34,4,1,8,2207,2174,1051
1,10,1,37,2,1,8,1825,1739,1087
1,10,1,39,2,1,9,3077,3064,1087
1,10,1,39,2,3,6,437,312,980
1,10,1,41,1,1,8,2100,1514,3755
1,10,1,43,2,3,8,2486,2418,2781
1,10,1,43,4,3,6,2075,2015,1184
1,10,1,46,2,3,4,1558,1463,1087
1,10,1,48,1,6,,671,500,1087
1,10,1,49,4,1,9,391,376,4867
1,10,1,52,2,3,5,1290,1277,915
1,10,1,53,2,3,6,167,125,980
1,10,1,53,3,3,5,3157,3043,3755
1,10,1,54,2,6,,1484,1430,1910
1,10,1,56,4,6,,1747,1599,1910
1,10,1,57,2,6,,861,787,1051
1,10,1,58,2,2,5,4737,4518,1716
1,10,1,63,2,3,4,1396,1267,4023
1,10,1,66,2,3,6,3970,3954,980
1,10,1,66,2,6,,894,894,4023
1,10,1,66,3,4,,1131,944,3755
1,10,1,67,3,6,,890,778,3755
1,10,1,70,2,3,6,2036,1998,1184
1,10,1,71,2,3,6,1374,1051,980
1,10,1,71,3,4,,396,394,3755
1,10,1,72,1,4,,957,874,3629
1,10,1,73,2,3,6,2399,2221,980
1,10,1,73,3,4,,228,160,3755
1,10,1,75,2,3,5,647,589,1910
1,10,1,75,2,3,6,495,360,1467
1,10,1,75,3,1,4,847,749,1051
1,10,1,77,3,4,,460,353,3755
1,10,1,78,2,1,9,408,335,1087
1,10,1,78,2,6,,588,388,1413
1,10,1,78,3,6,,1572,526,3755
1,10,1,80,3,4,,923,613,3755
1,10,2,19,1,5,,313,296,3039
1,10,2,21,1,1,4,1536,1456,8611
1,10,2,22,1,1,3,5425,5253,2781
1,10,2,26,1,1,1,2258,2215,2781
1,10,2,26,1,6,,451,430,4867
1,10,2,26,4,1,9,4865,4681,915
1,10,2,27,1,1,2,3568,3489,14094
1,10,2,27,1,1,3,4752,4587,4023
1,10,2,29,2,1,3,5376,5308,2781
1,10,2,29,2,1,5,4119,3744,1295
1,10,2,30,2,1,1,6768,6590,2781
1,10,2,30,2,1,7,4153,3883,2781
1,10,2,32,2,1,2,1701,1671,2781
1,10,2,33,1,1,2,3274,3087,14094
1,10,2,33,1,1,3,1134,1134,3629
1,10,2,33,1,1,5,3690,3445,2781
1,10,2,33,2,1,4,5000,5000,1716
1,10,2,34,2,1,2,4506,4485,2781
1,10,2,34,4,6,,3620,3150,3629
1,10,2,35,2,3,4,2414,2320,2781
1,10,2,35,2,4,,1850,1850,2781
1,10,2,36,1,1,1,3960,3758,8611
1,10,2,36,1,1,7,2788,2788,8611
1,10,2,36,1,1,7,3325,3130,2781
1,10,2,36,2,1,7,1742,1742,2781
1,10,2,36,2,1,8,5253,5138,1051
1,10,2,36,3,1,4,3585,3585,2781
1,10,2,36,4,1,4,2345,1906,2781
1,10,2,37,2,1,2,1296,1141,1716
1,10,2,37,2,1,9,3706,3541,1051
1,10,2,37,4,6,,1358,1280,3629
1,10,2,38,4,1,5,1145,1112,1210
1,10,2,40,2,1,7,3624,3564,1683
1,10,2,40,2,1,8,3295,3247,1087
1,10,2,40,2,2,7,3015,3000,2781
1,10,2,41,2,1,9,3252,3139,1910
1,10,2,44,2,3,5,3103,2945,1716
1,10,2,45,1,1,8,2889,2889,8611
1,10,2,45,2,1,7,2075,2063,2781
1,10,2,45,2,1,9,8804,8235,2781
1,10,2,45,2,3,7,2524,2485,1051
1,10,2,46,1,1,2,2212,2196,8611
1,10,2,46,2,1,7,1968,1968,2781
1,10,2,46,3,1,8,3078,3076,2781
1,10,2,48,2,1,1,2449,2311,2781
1,10,2,48,3,1,9,1876,1856,2781
1,10,2,48,3,3,5,3707,3654,1087
1,10,2,48,4,1,8,1862,1807,4202
1,10,2,49,2,1,8,3080,3045,1087
1,10,2,50,4,1,9,1781,1778,14094
1,10,2,51,2,3,5,2110,2110,1910
1,10,2,52,2,1,3,5363,5173,4023
1,10,2,52,2,3,5,7400,7400,1910
1,10,2,52,2,6,,1572,1433,915
1,10,2,53,3,1,9,1341,1341,10071
1,10,2,55,2,3,8,3705,3685,2781
1,10,2,58,2,3,2,633,603,2781
1,10,2,58,2,3,7,2471,2462,1910
1,10,2,60,3,3,4,1171,1165,3629
1,10,2,62,3,4,,1460,1429,4848
1,10,2,63,2,3,2,5031,4827,2781
1,10,2,64,3,6,,548,450,4867
1,10,2,65,2,1,9,1642,1601,1051
1,10,2,66,3,1,9,1039,1016,3629
1,10,2,70,3,1,9,1315,1243,1716
1,10,2,71,2,3,5,985,938,4023
1,10,2,71,2,3,9,807,800,1716
1,10,2,71,2,4,,3846,3815,1716
1,10,2,72,3,3,4,1504,1504,2781
1,10,2,73,2,6,,818,715,4023
1,10,2,74,3,4,,792,750,4867
1,10,2,76,2,6,,383,362,1683
1,10,2,77,3,6,,1824,1771,1210
1,10,2,78,3,3,9,1136,1039,2781
1,10,2,79,3,4,,622,556,8611
1,10,3,21,1,1,2,1876,1870,4023
1,10,3,22,1,1,3,2798,2786,2781
1,10,3,23,1,1,3,1640,1598,915
1,10,3,23,2,1,7,4357,4102,4023
1,10,3,25,1,5,,1062,912,2781
1,10,3,27,2,1,1,1969,1491,1910
1,10,3,30,2,1,7,2024,1884,1051
1,10,3,31,2,3,5,3736,3595,1051
1,10,3,32,2,6,,2112,2069,2781
1,10,3,33,2,1,8,1358,1277,2781
1,10,3,33,2,2,7,2114,2092,2781
1,10,3,34,2,1,7,2467,2338,1051
1,10,3,34,2,1,9,1463,1364,1051
1,10,3,34,2,3,5,1789,1763,1910
1,10,3,34,4,1,9,3000,3000,4023
1,10,3,35,2,3,4,2523,2485,1716
1,10,3,35,4,1,9,5006,5006,1295
1,10,3,36,2,1,7,4124,4114,2781
1,10,3,37,1,1,5,593,567,3755
1,10,3,37,2,1,9,2550,2507,2781
1,10,3,37,2,2,2,2616,2258,1051
1,10,3,38,2,1,7,2007,1979,1051
1,10,3,38,4,4,,3493,3412,1295
1,10,3,39,2,1,9,2180,2153,1210
1,10,3,39,2,1,9,2232,2040,2781
1,10,3,39,4,1,4,1365,1335,2781
1,10,3,40,2,1,9,1176,1142,3039
1,10,3,41,2,3,8,2741,2702,1910
1,10,3,42,2,6,,1531,1464,2781
1,10,3,43,2,6,,1122,1110,4023
1,10,3,44,4,1,5,1720,1720,2781
1,10,3,45,2,1,9,3817,3723,1051
1,10,3,45,2,3,5,2759,2755,1051
1,10,3,45,4,1,4,1181,1151,2781
1,10,3,45,4,6,,4336,3837,2781
1,10,3,46,2,1,3,4370,4249,1051
1,10,3,46,2,1,9,3903,3786,1716
1,10,3,46,2,6,,3090,3088,2781
1,10,3,46,4,1,4,4056,3929,8611
1,10,3,46,4,1,7,1446,1428,2781
1,10,3,47,2,1,4,2470,2428,2781
1,10,3,47,2,1,7,1913,1861,1087
1,10,3,47,4,1,7,1955,1954,1910
1,10,3,48,3,1,5,1378,1369,2781
1,10,3,48,4,1,4,960,917,1210
1,10,3,49,2,1,8,2914,2903,1910
1,10,3,50,1,1,7,1423,1391,4848
1,10,3,50,2,1,8,5357,5179,1051
1,10,3,52,3,1,7,1243,1243,2781
1,10,3,53,2,3,7,5311,3963,1716
1,10,3,53,2,6,,1921,1910,2781
1,10,3,54,3,1,7,2056,1993,1051
1,10,3,56,1,1,9,1744,1078,4202
1,10,3,56,2,1,7,1475,1453,1910
1,10,3,62,4,4,,792,750,4867
1,10,3,63,2,1,9,2333,2273,1051
1,10,3,63,2,6,,827,820,1910
1,10,3,64,3,3,7,4209,4193,1051
1,10,3,71,3,1,9,332,305,4867
1,10,3,73,3,1,9,466,317,3755
1,10,3,73,3,1,9,532,503,8611
1,10,3,78,3,4,,965,797,4949
1,10,4,23,1,1,4,1386,1269,3755
1,10,4,27,1,6,,810,717,1210
1,10,4,33,2,1,7,2824,2575,915
1,10,4,34,1,1,8,2506,2392,3755
1,10,4,34,2,1,9,680,680,915
1,10,4,34,2,3,8,3770,3709,1087
1,10,4,37,2,1,7,2213,2182,1087
1,10,4,37,2,1,7,3456,3274,1087
1,10,4,37,4,6,,973,945,915
1,10,4,40,2,1,9,2399,2044,1716
1,10,4,40,2,6,,1108,962,1087
1,10,4,44,2,1,7,1136,1107,915
1,10,4,44,2,6,,1587,1534,1910
1,10,4,46,2,1,9,919,847,1087
1,10,4,46,4,6,,992,923,1087
1,10,4,47,1,3,6,3306,3237,3755
1,10,4,47,2,3,5,744,741,1051
1,10,4,47,4,2,4,2445,2417,3629
1,10,4,47,4,4,,1786,1665,1716
1,10,4,50,2,1,9,3913,3877,1051
1,10,4,52,2,1,7,1751,1601,1910
1,10,4,53,2,6,,1395,1394,1051
1,10,4,57,2,1,7,3306,3252,1051
1,10,4,63,4,3,4,4610,3605,1295
1,10,4,68,2,3,8,527,505,3755
1,10,4,71,2,6,,1515,1460,1051
1,10,4,80,3,6,,368,324,3629
1,10,5,29,4,1,2,1904,1756,1051
1,10,5,31,2,1,3,3155,3126,1683
1,10,5,32,2,2,2,1033,844,1910
1,10,5,34,2,1,5,8284,7167,1087
1,10,5,34,2,2,7,3347,3247,1910
1,10,5,36,2,1,7,3336,2936,1051
1,10,5,37,2,3,7,1055,925,2781
1,10,5,38,2,1,7,2030,2021,1910
1,10,5,47,2,1,2,2568,1932,1087
1,10,5,50,2,6,,1136,1118,1051
1,10,5,63,2,1,9,357,354,1051
1,10,5,75,3,4,,528,359,3755
1,10,5,76,3,6,,386,355,3755
1,10,5,80,3,4,,281,248,3755
1,100,1,66,2,3,1,1393,1119,980
1,100,1,68,2,3,6,944,806,980
1,100,1,70,2,3,6,2341,2183,1616
1,11,1,51,2,3,6,5202,5160,980
1,11,1,53,2,6,,1633,465,1051
1,11,1,54,4,3,7,6973,5745,4023
1,11,1,56,2,1,9,3890,3196,980
1,11,1,57,3,4,,2898,2725,1716
1,11,1,64,2,1,9,1940,1625,1184
1,11,1,64,2,1,9,914,657,1051
1,11,1,71,2,6,,1581,1514,1051
1,11,1,77,2,6,,550,498,1087
1,11,1,80,2,6,,805,614,1087
1,11,2,26,1,1,8,2652,2485,3039
1,11,2,35,2,3,5,1671,1440,2781
1,11,2,54,2,3,8,5746,5741,1210
1,11,3,22,2,6,,1793,1778,1716
1,11,3,39,2,1,3,4785,4712,1051
1,11,3,39,2,6,,3107,3015,1087
1,11,3,40,4,1,4,2396,2348,1087
1,11,3,47,2,3,2,1432,1348,1295
1,11,3,48,2,3,7,4349,4176,1051
1,11,4,46,2,1,7,1544,1511,915
1,11,4,47,2,1,8,1942,1874,1051
1,11,5,21,1,1,2,1983,1913,3039
1,11,5,32,2,1,9,2092,2014,1051
1,12,1,29,1,1,3,3099,2834,1087
1,12,1,37,1,1,3,3056,3039,1087
1,12,1,37,1,1,8,1085,1053,1087
1,12,1,37,2,1,8,2684,2633,2781
1,12,1,40,3,1,4,1514,1420,1087
1,12,1,41,2,1,8,2226,1989,1087
1,12,1,42,2,3,5,3444,3408,1210
1,12,1,43,2,3,8,2641,2640,915
1,12,1,46,2,3,6,1755,1672,980
1,12,1,48,3,3,4,2686,2596,1910
1,12,1,49,2,3,6,9595,9560,980
1,12,1,49,2,3,7,2371,2334,1683
1,12,1,51,2,3,6,1252,1213,980
1,12,1,51,2,3,6,3014,2778,980
1,12,1,51,2,6,,5527,5381,4023
1,12,1,52,2,3,6,1605,1570,980
1,12,1,53,2,1,8,535,500,1051
1,12,1,53,2,3,4,3801,3689,1051
1,12,1,53,4,3,8,1207,1165,3755
1,12,1,54,2,1,8,6661,4727,1051
1,12,1,55,2,2,5,2615,2595,915
1,12,1,57,2,1,9,1716,1700,1910
1,12,1,57,2,3,6,1500,1300,980
1,12,1,58,2,3,1,2727,2677,980
1,12,1,58,2,3,6,1434,926,980
1,12,1,59,2,3,6,888,806,980
1,12,1,60,3,4,,2207,1924,1087
1,12,1,61,2,3,4,2536,2367,1910
1,12,1,61,2,6,,1533,1101,1051
1,12,1,62,1,6,,977,832,3629
1,12,1,63,2,3,6,1422,1210,980
1,12,1,65,2,3,6,1484,1223,980
1,12,1,65,2,3,6,2089,2058,980
1,12,1,65,2,3,6,768,764,944
1,12,1,66,2,3,6,1837,1691,980
1,12,1,69,2,3,6,1724,1708,980
1,12,1,71,2,3,6,1299,1208,980
1,12,1,72,2,3,6,1184,1159,980
1,12,1,72,2,6,,504,429,1087
1,12,1,73,2,6,,1172,1164,1910
1,12,1,73,3,6,,492,351,3755
1,12,1,74,3,3,6,2053,1969,1184
1,12,1,75,2,6,,819,653,1087
1,12,1,76,2,3,8,2031,1848,1087
1,12,1,77,2,6,,477,403,1051
1,12,1,78,2,3,6,660,656,980
1,12,1,82,3,4,,482,422,3755
1,12,1,85,2,6,,531,439,1087
1,12,2,18,1,5,,2271,1975,2781
1,12,2,21,1,5,,2610,1798,1051
1,12,2,24,1,1,4,1015,1015,3039
1,12,2,24,1,5,,603,585,1210
1,12,2,26,1,1,1,721,673,8611
1,12,2,26,1,1,2,1533,1485,3039
1,12,2,26,1,1,3,3801,3789,2781
1,12,2,26,1,1,3,3835,3794,2781
1,12,2,26,2,1,8,1725,1715,1210
1,12,2,26,2,3,5,2573,2492,14094
1,12,2,27,1,1,4,3759,3681,2781
1,12,2,28,1,1,3,5964,5813,2781
1,12,2,31,2,1,7,2574,2485,1051
1,12,2,31,2,3,2,4000,3961,4023
1,12,2,33,2,1,3,1646,1641,1210
1,12,2,34,2,1,8,2751,2720,4023
1,12,2,34,4,1,4,1889,1832,8611
1,12,2,35,2,3,8,4620,4424,915
1,12,2,36,2,1,2,4336,4263,1295
1,12,2,36,2,1,7,1353,1256,2781
1,12,2,36,2,1,7,5000,5000,2781
1,12,2,36,2,1,8,2492,2251,1910
1,12,2,37,2,1,3,3495,3424,2781
1,12,2,37,2,1,8,4560,4467,4023
1,12,2,37,2,1,9,2104,2076,2781
1,12,2,37,4,1,7,2601,2594,4023
1,12,2,38,2,1,0,3239,3110,4023
1,12,2,39,2,1,5,1795,1680,1210
1,12,2,40,2,1,8,1799,1642,1051
1,12,2,40,2,3,5,2010,1911,1910
1,12,2,41,2,1,9,1156,1131,4023
1,12,2,41,4,2,4,930,928,1210
1,12,2,42,2,1,4,1205,1170,1716
1,12,2,42,2,1,7,1975,1972,1295
1,12,2,42,2,1,7,2845,2841,4023
1,12,2,42,2,1,8,3084,2821,1910
1,12,2,43,2,1,4,1478,1478,2781
1,12,2,43,2,1,7,5917,5660,4023
1,12,2,43,2,3,7,2477,2370,1910
1,12,2,44,2,6,,3802,3768,2781
1,12,2,44,4,6,,2418,2324,2781
1,12,2,46,2,1,8,2625,2538,2781
1,12,2,46,2,3,4,2869,2699,1910
1,12,2,47,3,4,,1648,1542,1910
1,12,2,48,3,3,4,2132,2111,4023
1,12,2,48,4,6,,1655,1627,8611
1,12,2,49,3,1,9,8531,8479,1413
1,12,2,51,2,1,8,4856,4665,1910
1,12,2,51,3,1,9,1433,1339,8611
1,12,2,52,2,3,8,1954,1889,4023
1,12,2,53,2,3,5,3362,3359,1716
1,12,2,53,2,6,,1586,1586,2781
1,12,2,54,4,6,,1323,1260,1210
1,12,2,59,3,1,6,184,168,3755
1,12,2,60,2,1,7,1926,1926,1295
1,12,2,60,2,1,9,3855,2836,2781
1,12,2,61,2,1,5,1752,1615,2781
1,12,2,63,2,4,,96,27,915
1,12,2,69,3,1,9,1421,1251,2781
1,12,2,73,3,6,,608,605,8611
1,12,2,82,3,6,,362,352,3629
1,12,3,20,1,1,8,586,543,1910
1,12,3,23,1,1,1,3577,2967,2781
1,12,3,25,2,3,1,3639,3480,2781
1,12,3,26,1,1,4,1461,1441,2781
1,12,3,28,1,1,3,4139,3904,2781
1,12,3,28,2,1,7,1659,1580,1051
1,12,3,29,1,1,1,2997,2917,1210
1,12,3,30,2,1,7,2122,2107,1295
1,12,3,31,2,1,7,3726,3266,4023
1,12,3,32,2,1,8,2019,1999,1716
1,12,3,32,2,2,0,3409,3359,2781
1,12,3,33,3,1,5,2451,1580,1413
1,12,3,34,2,1,3,3780,3457,1295
1,12,3,35,2,1,7,2632,2632,1295
1,12,3,35,2,1,8,2644,2616,1295
1,12,3,36,2,3,7,2321,2230,1295
1,12,3,37,2,1,2,4070,3995,2781
1,12,3,38,2,1,4,4162,3943,1413
1,12,3,38,2,1,8,2582,2558,2781
1,12,3,39,2,1,3,2662,2631,1683
1,12,3,39,2,1,7,3920,3883,2781
1,12,3,39,2,1,9,2971,2730,1087
1,12,3,40,1,1,2,5101,5005,1910
1,12,3,40,2,1,3,2605,2408,1210
1,12,3,41,2,1,9,1927,1913,1910
1,12,3,41,4,1,7,3096,3091,1910
1,12,3,41,4,1,9,2390,2169,4202
1,12,3,43,2,1,8,2567,2504,1295
1,12,3,43,2,3,7,2789,2720,1683
1,12,3,43,4,1,4,2055,2042,2781
1,12,3,44,2,1,5,1277,1272,2781
1,12,3,44,4,1,4,1251,1174,3039
1,12,3,44,4,1,4,1343,1295,1087
1,12,3,45,2,1,9,1562,1502,1051
1,12,3,45,2,4,,2907,2715,2781
1,12,3,46,2,1,7,3913,3809,1910
1,12,3,46,2,3,5,3409,3364,1910
1,12,3,47,2,2,2,3397,3197,2781
1,12,3,54,2,1,8,2994,2983,1295
1,12,3,55,2,3,7,4673,4626,1413
1,12,3,56,2,1,7,3426,3378,1910
1,12,3,57,2,1,4,3669,3644,2781
1,12,3,57,2,1,9,2728,2638,1051
1,12,3,65,2,3,7,2836,2737,2781
1,12,4,27,1,1,8,1752,1696,2749
1,12,4,30,1,1,3,2735,2674,1087
1,12,4,31,2,1,4,2830,2714,1051
1,12,4,31,2,1,5,2065,1986,1716
1,12,4,35,2,6,,2749,2729,1910
1,12,4,36,1,1,7,2091,2091,4867
1,12,4,36,2,1,8,3224,3082,4023
1,12,4,36,2,3,5,5757,5582,915
1,12,4,43,2,6,,1155,1131,1051
1,12,4,44,2,1,8,3524,3349,1716
1,12,4,48,2,1,4,1512,1493,1716
1,12,4,50,2,3,4,4874,4803,3755
1,12,4,55,2,3,8,3153,3084,1295
1,12,4,67,3,1,9,904,828,3755
1,12,4,67,3,4,,1598,1364,1716
1,12,4,78,3,3,9,673,663,1716
1,12,5,20,2,1,3,1571,1547,1413
1,12,5,31,1,1,1,2142,2104,3755
1,12,5,40,2,1,8,2375,2364,1051
1,12,5,47,2,1,1,5718,5436,3755
1,12,5,53,1,1,2,3283,3077,3755
1,12,5,53,3,6,,627,497,3755
1,12,5,54,1,1,2,2788,2788,8611
1,13,1,29,3,3,7,3021,2995,1087
1,13,1,36,2,3,5,2567,2531,1087
1,13,1,41,4,6,,430,420,3629
1,13,1,45,2,2,7,3778,3709,4023
1,13,1,46,4,6,,1425,1333,1087
1,13,1,47,2,3,4,5109,4843,915
1,13,1,47,2,3,7,884,818,1087
1,13,1,49,3,6,,900,882,1087
1,13,1,51,3,1,5,1188,1130,1051
1,13,1,53,2,1,9,2596,2499,2781
1,13,1,56,2,1,7,3839,3819,915
1,13,1,58,3,1,9,1591,1528,3755
1,13,1,60,2,3,7,8217,8214,2781
1,13,1,62,2,3,6,2323,2230,980
1,13,1,63,2,3,6,2623,2300,799
1,13,1,64,2,6,,206,154,1087
1,13,1,66,2,1,9,1223,1186,1716
1,13,1,68,2,3,6,341,335,980
1,13,1,68,2,3,7,1227,1092,1087
1,13,1,71,2,6,,956,734,1051
1,13,1,71,3,6,,884,872,3629
1,13,1,72,2,3,6,1928,1374,980
1,13,1,72,2,6,,558,460,1413
1,13,1,72,3,4,,387,262,1087
1,13,1,73,3,6,,431,359,3755
1,13,1,74,2,3,6,477,389,980
1,13,1,74,2,3,6,692,480,980
1,13,1,76,2,6,,515,509,1051
1,13,1,77,2,3,6,752,727,980
1,13,1,79,2,6,,1515,1460,1051
1,13,2,23,1,1,1,3360,3194,915
1,13,2,24,1,1,8,2156,1526,3039
1,13,2,25,1,1,8,2470,2445,3039
1,13,2,25,2,1,7,2956,2949,2781
1,13,2,27,2,1,2,6018,5914,2781
1,13,2,30,1,1,1,7506,6377,2781
1,13,2,30,1,1,3,1794,1716,4202
1,13,2,31,1,1,5,2425,2390,915
1,13,2,31,2,1,7,1972,1876,1716
1,13,2,32,2,1,3,1633,1083,1087
1,13,2,33,2,1,7,2050,1951,4023
1,13,2,33,2,1,7,4091,4010,1295
1,13,2,34,2,1,2,1915,1880,2781
1,13,2,34,2,1,3,4950,4847,2781
1,13,2,34,2,1,8,5082,5060,4023
1,13,2,35,2,1,8,2655,2484,2781
1,13,2,36,2,1,2,5022,4887,1683
1,13,2,36,2,1,8,3594,3370,1683
1,13,2,37,2,1,7,2361,2272,4023
1,13,2,38,1,1,2,970,948,2781
1,13,2,39,2,1,8,2521,2493,915
1,13,2,39,2,1,8,2706,2681,1210
1,13,2,39,3,1,4,1440,1420,4023
1,13,2,40,2,1,3,2673,2358,4023
1,13,2,40,2,1,7,2871,2871,4023
1,13,2,40,2,1,7,3641,3573,2781
1,13,2,41,2,1,8,1705,1564,1051
1,13,2,41,2,1,8,3452,3448,1051
1,13,2,42,2,1,7,2602,2562,1683
1,13,2,42,2,1,7,3989,3684,4023
1,13,2,42,2,1,8,2137,2009,1910
1,13,2,42,4,1,7,2534,2434,2781
1,13,2,43,2,1,7,1810,1810,2781
1,13,2,43,2,1,8,4031,4002,1087
1,13,2,47,2,6,,2695,2431,1716
1,13,2,47,3,3,4,935,826,1051
1,13,2,54,2,3,5,3868,3820,1716
1,13,2,56,3,1,9,4076,3967,4023
1,13,2,61,2,1,9,2084,1660,2781
1,13,2,63,2,1,9,1618,1574,2781
1,13,2,64,2,1,9,3532,3532,2781
1,13,2,66,2,1,9,752,750,1210
1,13,2,66,2,6,,1300,1287,4023
1,13,2,69,3,4,,1219,1022,4848
1,13,2,70,2,6,,1748,1608,2781
1,13,2,72,3,4,,313,296,3039
1,13,2,75,3,6,,1572,1387,4202
1,13,3,21,2,1,7,2860,2697,2781
1,13,3,23,1,3,1,1044,952,2781
1,13,3,26,2,1,7,1774,1542,1051
1,13,3,26,2,6,,3761,3729,1051
1,13,3,27,2,3,4,7342,7246,1051
1,13,3,29,1,1,2,3067,2683,3629
1,13,3,29,1,3,2,1678,1658,1295
1,13,3,32,2,1,2,4009,3746,2781
1,13,3,32,2,1,8,2830,2723,1683
1,13,3,33,2,6,,971,884,1910
1,13,3,34,2,1,3,10473,9857,4023
1,13,3,34,2,1,9,2629,2477,4023
1,13,3,35,2,1,8,1719,1702,1210
1,13,3,35,2,1,9,1566,1466,1087
1,13,3,35,4,3,4,1936,1786,1295
1,13,3,38,2,1,8,7863,7531,2781
1,13,3,39,2,1,7,1174,1081,1210
1,13,3,40,4,1,4,2483,1636,14094
1,13,3,40,4,1,8,2036,1999,4023
1,13,3,42,2,1,0,2655,2533,4023
1,13,3,43,2,1,7,1340,1268,2781
1,13,3,43,2,1,9,3831,3728,2781
1,13,3,45,2,1,7,2960,2922,1910
1,13,3,45,2,2,7,2660,2592,2781
1,13,3,46,2,1,7,2807,2721,2781
1,13,3,49,2,1,1,3764,3038,1210
1,13,3,52,2,3,5,4615,4560,915
1,13,3,52,3,4,,2094,1710,3039
1,13,3,55,2,1,9,2521,2422,1051
1,13,3,55,2,1,9,4914,4802,4023
1,13,3,56,2,1,3,3072,3072,2781
1,13,3,59,2,1,7,3717,3620,1051
1,13,3,59,3,3,7,1773,1743,4023
1,13,3,70,3,4,,850,795,3629
1,13,4,28,2,1,4,1767,1612,1051
1,13,4,31,1,1,9,1782,1705,1051
1,13,4,32,2,1,3,1201,1147,1087
1,13,4,33,2,1,5,2139,2048,1051
1,13,4,40,2,3,7,2875,2792,1716
1,13,4,45,2,3,7,2692,2643,1051
1,13,4,45,4,1,7,2108,2097,1051
1,13,4,49,2,1,9,1691,1620,1087
1,13,4,49,2,3,4,2149,2123,1051
1,13,4,69,2,3,6,1353,1237,980
1,13,5,27,1,6,,679,660,3629
1,13,5,30,2,1,2,1368,1340,1051
1,13,5,41,2,1,7,3103,3005,1051
1,13,5,47,4,3,7,1308,1008,1087
1,13,5,70,3,4,,1740,1646,3039
1,13,5,72,3,1,6,1057,1012,3629
1,13,5,91,3,6,,426,390,3755
1,14,1,47,2,1,8,1990,1920,1087
1,14,1,47,4,1,9,1178,1138,2781
1,14,1,48,2,3,8,1871,1713,4023
1,14,1,51,2,3,8,1837,1691,1051
1,14,1,52,2,3,6,3344,2394,980
1,14,1,55,2,3,6,2090,2083,980
1,14,1,56,2,1,3,3883,3803,915
1,14,1,56,2,6,,669,653,1051
1,14,1,60,2,3,6,2802,2662,980
1,14,1,60,2,6,,3308,2011,1087
1,14,1,62,2,6,,573,448,1087
1,14,1,62,2,6,,617,554,1051
1,14,1,62,3,3,6,4180,4136,980
1,14,1,64,2,3,6,2121,2043,944
1,14,1,64,2,3,6,3365,3297,980
1,14,1,64,3,3,6,815,690,980
1,14,1,67,2,3,6,2997,2725,980
1,14,1,69,3,6,,1781,857,1683
1,14,1,71,3,4,,760,736,1910
1,14,1,72,3,3,7,452,316,1716
1,14,1,75,2,3,6,895,887,980
1,14,1,75,2,3,9,3088,3036,1683
1,14,1,83,2,3,6,863,847,980
1,14,2,27,2,1,8,2414,2327,1051
1,14,2,28,1,1,1,4383,4216,2781
1,14,2,32,2,1,3,1906,1799,2781
1,14,2,33,1,1,1,2379,2332,2781
1,14,2,33,2,1,3,2430,2174,4023
1,14,2,34,2,1,8,2333,2190,1051
1,14,2,35,2,1,9,5273,2943,1683
1,14,2,38,2,1,8,2179,2036,2781
1,14,2,42,2,1,3,3763,3567,1087
1,14,2,48,2,1,8,688,671,1051
1,14,2,48,3,1,4,2980,2839,1087
1,14,2,50,3,4,,3090,2926,1210
1,14,2,62,3,1,9,3815,3725,1051
1,14,2,64,2,4,,4011,3733,3629
1,14,3,23,1,1,2,4830,4194,2781
1,14,3,24,2,1,7,1878,1871,1051
1,14,3,26,1,3,4,7229,7140,2781
1,14,3,32,2,1,8,2362,2350,2781
1,14,3,41,4,1,9,1555,1545,1295
1,14,3,42,2,1,7,1359,1349,1051
1,14,3,43,4,4,,737,675,1051
1,14,3,48,2,1,7,2976,2797,2781
1,14,3,48,2,6,,1185,1164,1051
1,14,3,49,2,1,7,1976,1903,1910
1,14,3,50,2,1,7,1083,1056,1051
1,14,3,51,2,6,,333,331,1051
1,14,4,33,2,6,,694,628,1051
1,14,4,57,2,3,2,4231,4199,1716
1,14,4,78,2,3,6,895,529,980
1,14,5,31,2,4,,2007,1980,1051
1,14,5,82,3,4,,436,367,3629
1,15,1,31,1,3,4,2921,2554,1413
1,15,1,32,1,3,2,2654,2634,1087
1,15,1,32,2,1,4,5334,4876,1087
1,15,1,33,1,1,7,907,812,1087
1,15,1,34,1,6,,923,851,1087
1,15,1,39,2,3,8,3258,3130,1087
1,15,1,40,2,1,8,2413,2319,1051
1,15,1,40,2,2,7,3978,3789,2781
1,15,1,40,4,1,9,572,298,1087
1,15,1,41,2,3,4,2105,1977,1087
1,15,1,42,2,1,4,2378,2122,980
1,15,1,43,2,1,7,1781,1747,1087
1,15,1,43,2,2,7,2328,2319,1051
1,15,1,43,2,2,7,3344,3276,1087
1,15,1,43,2,2,8,3794,3142,1051
1,15,1,43,2,3,5,3351,3336,1051
1,15,1,44,4,1,7,1654,1606,1210
1,15,1,45,2,3,6,1317,1208,980
1,15,1,45,2,3,6,2337,1949,980
1,15,1,45,2,3,6,3108,1570,980
1,15,1,46,2,1,8,4541,4315,1087
1,15,1,46,2,1,9,3525,3451,944
1,15,1,46,2,3,6,1411,1020,980
1,15,1,47,2,1,7,2060,1953,2781
1,15,1,47,2,1,9,2489,2263,1051
1,15,1,47,3,1,4,2490,2476,1051
1,15,1,47,3,6,,580,402,1087
